Job Advertisement,Matched Tools
"  rangierbegleiter (w/m)

  was dich erwartet

  für über 500 verschiedene berufe suchen wir motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder berufsstarter - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.
  deine aufgaben

  zum nächstmöglichen termin suchen wir dich für das geschäftsfeld db cargo ag am standort maschen.

  deine aufgaben:

  * zeitgerechte bereitstellung von zügen

  * ordnungsgemäße durchführung von rangierfahrten und bremsproben

  * wartungs-, pflege- und reinigungsarbeiten an eisenbahnfahrzeugen

  * zuführen und abholen von transporten

  * schadensprüfung von fahrzeugen und auslösung von reparaturaufträgen
  qualifikationen

  dein profil:

  * kenntnisse im gewerblich-technischen bereich

  * bereitschaft zur qualifizierung im rangierdienst

  * gesundheitliche eignung, körperliche belastbarkeit

  * bereitschaft zum arbeiten im freien und zum schichtdienst (früh-, spät- und nachtschicht)
  * hohe zuverlässigkeit, teamfähigkeit und selbständige arbeitsweise

  steckbrief

  stellenbezeichnung:
  rangierbegleiter (w/m)

  unternehmen:
  deutsche bahn ag

  standort:
  seevetal

  berufsgruppe:
  sonstiges

  vertragsart:
  vollzeit

  eintrittsdatum:
  01.08.2018

  nummer:
  5793
  jetzt bewerben

  rangierbegleiter (w/m)
  wir bieten

  * arbeitsplätze deutschlandweit
  * attraktive konditionen
  * individuelle weiterentwicklung
  * stabilität und sicherheit

  fragen?
  wir helfen gern weiter

  unsere recruiter stehen dir zur verfügung, um fragen zu dieser stelle zu beantworten.

  blum susanne

  https://www.deutschebahn.com/karriere
  https://www.xing.com/companies/deutschebahn

  jetzt bewerben

  stellenbezeichnung:
  rangierbegleiter (w/m)

  unternehmen:
  deutsche bahn ag

  standort:
  seevetal

  berufsgruppe:
  sonstiges

  vertragsart:
  vollzeit

  eintrittsdatum:
  01.08.2018

  nummer:
  5793
  jetzt bewerben
  schwerbehinderte menschen werden bei gleicher eignung bevorzugt. aus gründen der besseren lesbarkeit wird auf die gleichzeitige verwendung männlicher und weiblicher sprachformen verzichtet. sämtliche personenbezeichnungen gelten gleichermaßen für alle geschlechter. bewirb dich jetzt online mit der angabe deiner gehaltsvorstellung. deine persönlichen daten behandeln wir vertraulich: www.deutschebahn.com/datenschutz-personal bewerben und mehr erfahren: www.deutschebahn.com/karriere
  © 2018 deutsche bahn ag","['w', 'w', 'w', 'w']"
"  jobs >
  ausbildung zum/zur eisenbahner/in im betriebsdienst >
  nordrhein-westfalen >
  bonn >
  deutsche bahn ag
  alle anzeigennum of num

  ausbildung zum/zur eisenbahner/in im betriebsdienst

  3,7 deutsche bahn ag - bonn vor 1 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 1 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.
  deine aufgaben
  zum 01. september 2018 suchen wir dich für die db netz ag an den standorten duisburg, düsseldorf, hagen, hamm und köln. während der ausbildung durchläufst du je nach standort praxisstationen unter anderem in aachen, arnsberg, bestwig, bochum, bonn, brilon, dortmund, emmerich, euskirchen, fröndenberg, kempen, lage, langenfeld, menden, moers, mönchengladbach, neuss, ratingen, siegen, troisdorf oder wuppertal. wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken du lernst mechanische, elektromechanische,
  spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen
  dein profil du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du bist zuverlässig, belastbar, teamfähig und konzentriert du bist bereit verantwortung für reisende und güter zu übernehmen du liebst es zu organisieren und abläufe zu koordinieren
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['1', '1']"
"  jobs >
  ausbildung zum/zur eisenbahner/in im betriebsdienst >
  nordrhein-westfalen >
  bestwig >
  deutsche bahn ag
  alle anzeigennum of num

  ausbildung zum/zur eisenbahner/in im betriebsdienst

  3,7 deutsche bahn ag - bestwig vor 1 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 1 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.
  deine aufgaben
  zum 01. september 2018 suchen wir dich für die db netz ag an den standorten duisburg, düsseldorf, hagen, hamm und köln. während der ausbildung durchläufst du je nach standort praxisstationen unter anderem in aachen, arnsberg, bestwig, bochum, bonn, brilon, dortmund, emmerich, euskirchen, fröndenberg, kempen, lage, langenfeld, menden, moers, mönchengladbach, neuss, ratingen, siegen, troisdorf oder wuppertal. wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken du lernst mechanische, elektromechanische,
  spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen
  dein profil du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du bist zuverlässig, belastbar, teamfähig und konzentriert du bist bereit verantwortung für reisende und güter zu übernehmen du liebst es zu organisieren und abläufe zu koordinieren
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['1', '1']"
"  jobs >
  rangierbegleiter (w/m) >
  niedersachsen >
  seelze >
  deutsche bahn ag
  alle anzeigennum of num

  rangierbegleiter (w/m)

  3,7 deutsche bahn ag - seelze heute
  bewerbung erfolgt 07.04.18
  jetzt bewerben
  heute
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  rangierbegleiter (w/m)
  location:
  seelze
  unternehmen db cargo ag land deutschland standort seelze einstiegsarten facharbeiter vertragsart vollzeit / teilzeit befristung unbefristet ausschreibungsnummer 265870 was dich erwartet
  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder quereinsteiger aus fachfremden bereichen - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.
  deine aufgaben
  zum nächstmöglichen termin suchen wir dich für das geschäftsfeld db cargo ag an den standorten hamburg, seevetal ot maschen, hannover, seelze, osnabrück, emden und bremen. deine aufgaben:
  vorbereitung und durchführung von rangierfahrten
  abstellen und sichern von fahrzeugen
  bilden und auflösen der erforderlichen züge und bedienfahrten
  durchführung von bremsproben und wagenprüfung
  sichere anwendung des rangierfunks
  wartungs-, pflege- und reinigungsarbeiten an eisenbahnfahrzeugen
  schadensprüfung von fahrzeugen und auslösung von reparaturaufträgen
  dein profil dein profil
  grundausbildung rangierbegleiter, möglichst abgeschlossene ausbildung zum eisenbahner im betriebsdienst
  eib
  fundierte erfahrungen in der durchführung von zug- und rangierfahrten
  befähigung zum wagenprüfer g und zum bremsprobeberechtigtem g
  kundenorientierung, teamfähigkeit und gut kommunikationsfähigkeit
  flexibilität, hohe belastbarkeit
  wirtschaftliches denken und handeln
  uneingeschränkte tauglichkeit für den rangierdienst und wechseldiensttauglichkeitzusätzliche informationen:
  bereitschaft zum erwerb notwendiger qualifikationen und für schichtdienst mit nachtdienst, wochenend
  u. feiertagsarbeit
  schwerbehinderte oder ihnen gleichgestellte mitarbeiter/innen werden bei gleicher eignung bevorzugt berücksichtigt
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['w', 'w', 'w', 'g', 'g']"
"  jobs >
  rangierbegleiter (w/m) >
  niedersachsen >
  hannover >
  deutsche bahn ag
  alle anzeigennum of num

  rangierbegleiter (w/m)

  3,7 deutsche bahn ag - hannover heute
  bewerbung erfolgt 13.04.18
  jetzt bewerben
  heute
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  unternehmen db cargo ag land deutschland standort hannover einstiegsarten facharbeiter vertragsart vollzeit / teilzeit befristung unbefristet ausschreibungsnummer 265870 was dich erwartet
  für über 500 verschiedene berufe suchen wir jährlich mehr als 7.000 motivierte mitarbeiter. und das in ganz deutschland. ob erfahrene profis oder quereinsteiger aus fachfremden bereichen - wir bieten zahlreiche einstiegs- und weiterbildungsmöglichkeiten.
  deine aufgaben
  zum nächstmöglichen termin suchen wir dich für das geschäftsfeld db cargo ag an den standorten hamburg, seevetal ot maschen, hannover, seelze, osnabrück, emden und bremen. deine aufgaben:
  vorbereitung und durchführung von rangierfahrten
  abstellen und sichern von fahrzeugen
  bilden und auflösen der erforderlichen züge und bedienfahrten
  durchführung von bremsproben und wagenprüfung
  sichere anwendung des rangierfunks
  wartungs-, pflege- und reinigungsarbeiten an eisenbahnfahrzeugen
  schadensprüfung von fahrzeugen und auslösung von reparaturaufträgen
  dein profil dein profil
  grundausbildung rangierbegleiter, möglichst abgeschlossene ausbildung zum eisenbahner im betriebsdienst
  eib
  fundierte erfahrungen in der durchführung von zug- und rangierfahrten
  befähigung zum wagenprüfer g und zum bremsprobeberechtigtem g
  kundenorientierung, teamfähigkeit und gut kommunikationsfähigkeit
  flexibilität, hohe belastbarkeit
  wirtschaftliches denken und handeln
  uneingeschränkte tauglichkeit für den rangierdienst und wechseldiensttauglichkeitzusätzliche informationen:
  bereitschaft zum erwerb notwendiger qualifikationen und für schichtdienst mit nachtdienst, wochenend
  u. feiertagsarbeit
  schwerbehinderte oder ihnen gleichgestellte mitarbeiter/innen werden bei gleicher eignung bevorzugt berücksichtigt
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['w', 'w', 'g', 'g']"
"  schulung & weiterbildung

  wir bringen sie auf den neuesten stand

  unsere trainingszentren an den standorten bitterfeld und dortmund bieten fundierte und praxisnahe aus- und weiterbildungsprogramme für lokführer im strecken- sowie im rangierdienst, bremsprobeberechtigte und prüfer für güterwagen (ehem. wagenmeister / wagenprüfer). hier qualifizieren wir nicht nur unsere eigenen mitarbeiterinnen und mitarbeiter, auch externe teilnehmer/-innen sind bei uns herzlich willkommen. lernen sie mit uns gemeinsam und bringen sie ihr wissen auf den neuesten stand.

  fach- und trainingszentrum betrieb dortmund

  maßgeschneiderte aus- und weiterbildungsprogramme bietet unser fach- und trainingszentrum betrieb in dortmund für lok- und lokrangierführer/-innen. das herzstück ist der mobile captrain simulator - ein sattelauflieger mit vier simulatorplätzen. hier trainieren triebfahrzeugführer/-innen die realität - auf dem neusten stand der technik. und das auf wunsch auch direkt bei ihnen vor ort.

  wagentechnisches ausbildungszentrum bitterfeld

  das wagentechnische ausbildungszentrum in bitterfeld ist spezialist, wenn es um die aus- und weiterbildung von bremsprobeberechtigten für radbremsen und prüfer für güterwagen der stufen 1 bis 4 nach vdv schrift 758 geht (vormals wagenmeister und wagenprüfer). das schließt natürlich regelmäßige fortbildungsunterrichte (rfu) mit ein. zahlreiche zusatzangebote des fachbereichs der technischen wagenbehandlung runden das ausbildungsangebot ab.

  qualität nach iso 9001

  beide trainingszentren arbeiten nach anerkannten standards, garantieren höchste qualität nach iso 9001 und sind mit modernen unterrichtsmedien ausgestattet. gerne führen wir unsere aus- und weiterbildungsangebote auch als inhouse-schulungen durch. sprechen sie uns hierzu gerne für ein individuelles angebot an.

  ansprechpartner

  captrain deutschland gmbh
  fach- und trainingszentrum betrieb
  mario kopecki
  tel.: +49 (0)231 / 844 37 38
  ftb@captrain.de

  wagentechnisches ausbildungszentrum
  karsten koppehel
  tel.: +49 (0) 3493 / 784 50
  fax: +49 (0) 3493 / 784 08
  mobil: +49 (0) 172 / 308 03 60","['mobile', '1', '4']"
"  stellenangebot - rangierbegleiter (m/w) (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1145852057-s
  titel des stellenangebots

  rangierbegleiter (m/w) (eisenbahner/in - betriebsdienst - lokführer und transport)
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  rheincargo gmbh & co. kg

  branche: güterbeförderung im eisenbahnverkehr , betriebsgröße: zwischen 51 und 500
  stellenbeschreibung

  beim eisenbahnverkehrsunternehmen der rheincargo sind am standort köln ab sofort vier stellen als rangierbegleiter (w/m) zu besetzen.

  ihr aufgabengebiet:
  als mitglied unseres teams erwarten sie vielfältige, verantwortungsvolle und abwechslungsreiche aufgaben.

  aufgaben:
  - rangierdienst in bahnhöfen und gleisanschlüssen
  - zugvorbereitungsdienst

  fachliche anforderungen:
  - tauglichkeit gem. ebo § 48
  - qualifikation ""mittlerer nichttechnischer dienst""
  - wagenprüfer im güterverkehr
  - bremsprobeberechtigter

  persönliche anforderungen:
  - führerschein klasse b
  - teamfähigkeit, flexibilität, belastbarkeit
  - berufserfahrung in den o.g. bereichen

  wir bieten:
  - interessante aufgaben und herausforderungen in einem modernen, wachsenden unternehmen
  - aufstiegs- und weiterbildungsmöglichkeiten
  - ein kollegiales, dynamisches und teamorientiertes umfeld
  - die vorteile eines kommunalen unternehmens als verlässlicher arbeitgeber

  vergütung:
  die eingruppierung erfolgt unter berücksichtigung der ausbildung und berufserfahrung im rahmen der tariflichen kriterien.

  arbeitszeit:
  39,0 stunden wöchentlich/schichtdienst

  ihr ansprechpartner:
  personal v 11
  herr thomas schmitz

  rheincargo gmbh & co. kg, v 11,
  scheidtweilerstraße 4, 50933 köln
  personal@rheincargo.com

  es handelt sich hier um ein unverschlüsseltes e-mail-verfahren.
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  scheidtweilerstr. 4, 50933 köln, braunsfeld, nordrhein-westfalen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  3 von ursprünglich 4 gemeldeten stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit
  anzahl wochenstunden: 39 std.
  vergütung und zusatzleistungen

  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: nach etv, eingruppierung erfolgt unter berücksichtigung der ausbildung und berufserfahrung

  anforderungen an den bewerber

  transport, verkehr

  erweiterte kenntnisse
  bahnbetriebsdienst, betriebssicherheit von transportmitteln kontrollieren, rangierbetrieb

  persönliche stärken
  belastbarkeit, flexibilität, sorgfalt/genauigkeit, teamfähigkeit, zuverlässigkeit
  lizenzen und berechtigungen

  zwingend erforderlich
  wagenprüfer, prüfung (eisenbahn), bremsprobenberechtigung (eisenbahn)

  reise-/ montagebereitschaft

  nicht erforderlich
  führerscheine

  zwingend erforderlich
  fahrerlaubnis b pkw/kleinbusse (alt: fs 3)

  kontaktdaten

  rückfragen und bewerbungen an

  rheincargo gmbh & co. kg
  herr thomas schmitz
  scheidtweilerstr. 4
  50933 köln
  braunsfeld
  nordrhein-westfalen
  deutschland
  e-mail
  personal@rheincargo.com
  gewünschte bewerbungsarten

  per e-mail
  bewerbungszeitraum

  seit 14.07.2016
  angaben zur bewerbung

  anschreiben, lebenslauf, zeugnisse
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['w', 'w', 'w', 'thomas', '4', 'e-mail', '4', '4', 'thomas', '4', 'e-mail', 'e-mail']"
"  stellenangebot - lokführer/innen werksverkehr (eisenbahner/in - betriebsdienst - lokführer und transport)

  überblick über das stellenangebot

  referenznummer

  10000-1160618875-s
  titel des stellenangebots

  lokführer/innen werksverkehr (eisenbahner/in - betriebsdienst - lokführer und transport)
  alternativberufe
  schienenfahrzeugführer/in
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  staffselect arbeitsmarktdienstleistungen

  branche: vermittlung von arbeitskräften, betriebsgröße: zwischen 6 und 50
  stellenbeschreibung

  staffselect sucht zum nächstmöglichen zeitpunkt lokführer/innen für den werksverkehr.

  ihre aufgaben umfassen sämtliche anfallenden tätigkeiten von der wartung der züge über bremsproben bis zu rangierarbeiten und innerbetriebliche zugfahrten.

  ihr profil:

  sie verfügen über die nötigen führerscheine und gültige nachweise über die notwendigen ärztlichen untersuchungen und gutachten.

  sie sind bereit in schichten zu arbeiten.

  es erwartet sie eine unbefristete beschäftigung mit sehr guter bezahlung.

  bei eignung sowie interesse freuen wir uns auf ihre bewerbung!

  hinweis:

  staffselect arbeitet auf grundlage des aktivierungs- und vermittlungsgutscheins. diesen erhalten sie bei ihrer arbeitsagentur bzw. ihrem jobcenter. falls sie keinen aktivierungs- und vermittlungsgutschein erhalten, können sie sich trotzdem bewerben, wir haben auch viele arbeitgeber die die kosten im falle einer vermittlung übernehmen.

  in manchen stellenangeboten sind mehrere arbeitsorte angegeben. das heißt, dass wir die beschriebene stelle in ähnlicher form in mehreren städten anbieten. sie können in ihrer bewerbung angeben, welcher arbeitsort für sie in frage kommt.

  bitte entschuldigen sie, dass wir aufgrund der hohen anzahl an bewerbungen leider nur unterlagen mit frankiertem rückumschlag zurücksenden können.

  wir freuen uns auf ihre bewerbung!
  führungsverantwortung

  keine führungsverantwortung
  arbeitsorte

  47798 krefeld, nordrhein-westfalen, deutschland
  königstr. 51, 47051 duisburg, nordrhein-westfalen, deutschland
  45478 mülheim an der ruhr, nordrhein-westfalen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  3 stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit
  vergütung und zusatzleistungen

  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: igz/bza übertariflich
  befristung

  unbefristetes arbeitsverhältnis

  kontaktdaten

  rückfragen und bewerbungen an

  staffselect arbeitsmarktdienstleistungen
  herr sita
  königstraße 51
  47051 duisburg
  nordrhein-westfalen
  deutschland
  telekommunikation

  telefonnummer: +49 (2 03) 8 05 09 80
  faxnummer: +49 (2 03) 8 05 09 79
  e-mail
  info@staffselect.de
  gewünschte bewerbungsarten

  per e-mail, schriftlich, telefonisch, persönlich, über internet
  internetadresse
  weitere informationen zum stellenangebot im internet
  bewerbungszeitraum

  seit 06.03.2018
  angaben zur bewerbung

  geforderte anlagen: lebenslauf, zeugnisse, ggf. kopie des vermittlungsgutscheins
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['e-mail', 'e-mail']"
"  stellenangebot - eisenbahner/in - betriebsdienst - lokführer und transport

  überblick über das stellenangebot

  referenznummer

  10000-1161087375-s
  titel des stellenangebots

  eisenbahner/in - betriebsdienst - lokführer und transport
  alternativberufe
  schienenfahrzeugführer/in
  eisenbahner/in - betriebsdienst - fahrweg
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)
  arbeitgeber
  verkehrsbetriebe peine-salzgitter gmbh

  branche: güterbeförderung im eisenbahnverkehr , betriebsgröße: zwischen 501 und 5000
  stellenbeschreibung

  für unseren standort salzgitter suchen wir eine/n eisenbahner/in im betriebsdienst.

  ihre aufgaben:

  - bedienung von triebfahrzeugen
  - durchführung von zugfahrten
  - bildung und bereitstellung von zügen
  - erledigung von rangierarbeiten

  ihr profil:

  - erfolgreich abgeschlossene berufsausbildung zum/zur eisenbahner/in im betriebsdienst - fachrichtung fahrzeugführung und transport oder
  vergleichbare ausbildung (triebfahrzeugführer/in oder rangierführer/in)
  - eisenbahnfahrzeugführerschein (vdv) kl. 3 oder triebfahrzeugführerschein (tfv) kl. b2
  - mehrjährige berufserfahrung in verkehrsunternehmen
  - teamfähigkeit, zuverlässigkeit und mobilität

  wir bieten:

  - ein monatsgehalt von 2845,00 euro brutto und zuschläge von ca. 20 prozent (teilweise steuerfrei).

  interessiert? dann senden sie uns bitte ihre aussagekräftigen bewerbungsunterlagen unter angabe der kennziffer vps06_0006.

  wir freuen uns darauf, sie kennenzulernen.

  vps verkehrsbetriebe
  peine-salzgitter gmbh
  personalwesen
  herr ernst schäfer
  am hillenholz 28
  38229 salzgitter

  tel: 05341/21-3559
  e-mail: ernst.schaefer@vps-bahn.de
  internet: www.vps-bahn.de
  arbeitsorte

  am hillenholz 28, 38229 salzgitter, niedersachsen, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  1 von ursprünglich 1 gemeldeten stelle
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit
  vergütung und zusatzleistungen

  2845?/monat + 20% zuschläge
  bei der besetzung des stellenangebotes findet kein tarifvertrag anwendung.
  befristung

  unbefristetes arbeitsverhältnis

  anforderungen an den bewerber

  berufsausbildung/ studium
  eisenbahner/in - betriebsdienst - fahrweg
  eisenbahner/in - betriebsdienst - lokführer und transport
  sonstige angaben zur ausbildung

  oder vergleichbare ausbildung
  berufserfahrung

  mit berufserfahrung
  persönliche stärken
  teamfähigkeit, zuverlässigkeit
  reise-/ montagebereitschaft

  nicht erforderlich
  führerscheine

  zwingend erforderlich
  lokomotiv-/triebfahrzeugführerschein klasse 3

  kontaktdaten

  rückfragen und bewerbungen an

  verkehrsbetriebe peine-salzgitter gmbh
  herr ernst schäfer
  am hillenholz 28
  38229 salzgitter
  niedersachsen
  deutschland
  telekommunikation

  telefonnummer: +49 (53 41) 21 35 59
  e-mail
  ernst.schaefer@vps-bahn.de
  gewünschte bewerbungsarten

  per e-mail, schriftlich
  angaben zur bewerbung

  lebenslauf, zeugnisse
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  externer link","['e-mail', '1', '1', 'e-mail', 'e-mail']"
"  jobs >
  ausbildung zum/zur eisenbahner/in im betriebsdienst >
  nordrhein-westfalen >
  ratingen >
  deutsche bahn ag
  alle anzeigennum of num

  ausbildung zum/zur eisenbahner/in im betriebsdienst

  3,7 deutsche bahn ag - ratingen vor 1 tagen
  bewerbung erfolgt 31.03.18
  jetzt bewerben
  vor 1 tagen
  * job
  * unternehmen
  * bewertungen
  *
  + bewertungen

  die deutsche bahn ist einer der vielfältigsten arbeitgeber deutschlands. wir suchen jedes jahr deutschlandweit über 3.000 auszubildende in 50 berufen, die mit uns gemeinsam noch besser werden wollen.
  deine aufgaben
  zum 01. september 2018 suchen wir dich für die db netz ag an den standorten duisburg, düsseldorf, hagen, hamm und köln. während der ausbildung durchläufst du je nach standort praxisstationen unter anderem in aachen, arnsberg, bestwig, bochum, bonn, brilon, dortmund, emmerich, euskirchen, fröndenberg, kempen, lage, langenfeld, menden, moers, mönchengladbach, neuss, ratingen, siegen, troisdorf oder wuppertal. wenn du interesse an digitaler und analoger technik hast und konzentriert arbeiten kannst, bist du in dem beruf fahrdienstleiter genau richtig. du arbeitest auf einem stellwerk und übernimmst verantwortung für die zugfahrten und passagiere in deiner region du arbeitest im herzen des eisenbahnbetriebs und stellst weichen sowie signale, damit züge ihr ziel sicher und pünktlich erreichen du erlernst die regelwerke und richtlinien (vorschriften) für die planmäßige durchführung der täglichen zugfahrten und behältst die übersicht über die fahrstrecken du lernst mechanische, elektromechanische,
  spurplantechnische und elektronische stellwerkstechniken zu bedienen und zu verstehen um für einen reibungslosen zugverkehr in deinem bereich zu sorgen
  dein profil du hast die schule erfolgreich abgeschlossen bzw. bist gerade auf dem weg zum schulabschluss du bewahrst auch in schwierigen situationen die ruhe und behältst den überblick du bist zuverlässig, belastbar, teamfähig und konzentriert du bist bereit verantwortung für reisende und güter zu übernehmen du liebst es zu organisieren und abläufe zu koordinieren
  mehr lesenalle anzeigen

  deutsche bahn-fotos

  alle fotos anzeigenalle anzeigen
  alle anzeigennum of num

  bewertungen für deutsche bahn

  erhalten sie jobs wie diesen in ihrem postfach.
  job-mails anfordern

  suchvorschläge","['1', '1']"
