Job Advertisement,Matched Tools
"  seiteninhalt

  zurück zur startseite
  seitenhilfe druckansicht

  stellenangebot - eisenbahner im betriebsdienst als trainer bahnbetrieb... (betriebsleiter/in - eisenbahnen)

  überblick über das stellenangebot

  referenznummer

  12456-555198-1-s
  chiffrenummer

  80676
  titel des stellenangebots

  eisenbahner im betriebsdienst als trainer bahnbetrieb... (betriebsleiter/in - eisenbahnen)
  stellenangebotsart

  arbeitsplatz (sozialversicherungspflichtig)

  der arbeitgeber hat die ba mit der betreuung seines stellenangebots beauftragt.
  arbeitgeber
  deutsche bahn ag

  branche: sonstige verwaltung und führung von unternehmen und betrieben, betriebsgröße: zwischen 501 und 5000
  stellenbeschreibung

  eisenbahner im betriebsdienst als trainer bahnbetrieb (w/m/d)

  für über 500 verschiedene berufe suchen wir motivierte mitarbeiter in ganz deutschland. auch quereinsteiger sind bei uns willkommen. du hast schon erfahrung und lust auf etwas neues? dann bewirb dich bei uns! wir machen dich in den ersten monaten fit für deine neue aufgabe.

  db training, learning & consulting ist das zentrum der ausbildung und erwachsenenbildung für die über 300.000 mitarbeiter der deutschen bahn ag. als trainer unserer mitarbeiter förderst du die individuelle entwicklung deiner lernenden und öffnest auch dir die türen zu vielfältigen entwicklungs- und karrierechancen. mit einer pädagogischen ausbildung und fachlichen einarbeitung bereiten wir dich auf deinen jobeinstieg vor. es erwartet dich eine zukunftssichere, technisch sowie kommunikativ anspruchsvolle tätigkeit, bei der du aktiv das gesamtsystem bahn unterstützen kannst.

  zum nächstmöglichen zeitpunkt suchen wir dich als trainer (professional) für den bahnbetrieb (w/m/d) bei db training, learning & consulting an einem unserer standorte in deiner nähe mit bundesweitem einsatz.

  deine aufgaben:

  - du bist verantwortlich für die durchführung und das begleiten von funktions- und berufsausbildungsgängen im gesamten bahnbetrieb
  - du unterstützt durch aktive mitarbeit in der erstellung, aktualisierung und weiterentwicklung von trainingsunterlagen
  - du übernimmst die fristgerechte umsetzung von vorgegebenen kompetenz- und fachanforderungen in die ausbildungspraxis und beherrschst den praktischen umgang mit stellwerkssimulationen
  - du bist offen gegenüber aktivierenden lehrmethoden und zielgruppengerechter lehrmedien, welche du als lernbegleiter gewinnbringend anwendest
  - du erstellst und wertest schriftliche prüfungen aus
  - dir obliegt die eigenverantwortliche und persönliche weiterentwicklung im hinblick auf didaktik, methoden und fachwissen
  - du hast freude an der arbeit in einem bundesweit aufgestellten team

  dein profil:

  - du bist ausgebildeter eisenbahner im betriebsdienst (fachrichtung fahrweg) in der betriebsführung oder meister für bahnverkehr in der betriebsführung von stellwerken mit mindestens 5 jahren berufserfahrung oder einer weiterbildung zum bezirksleiter betrieb (db netz ag), fachwirt für den bahnbetrieb (ihk) oder staatlich geprüfter verkehrstechniker im eisenbahnbetrieb
  - erste erfahrungen in der erwachsenenbildung z.b. als trainer, coach, dozent, pädagoge oder ausbilder sind von vorteil, aber keine bedingung
  - du bist versiert im umgang mit üblichen it-anwendungen (z.b. office, outlook) und bereit, deine medienkompetenz zu erweitern
  - dein sicheres, konfliktfähiges und kommunikationsstarkes auftreten stützt deine moderations- und präsentationsfähigkeiten im seminarraum
  - mit selbständigkeit, belastbarkeit und eigeninitiative führst du deine lehraufträge aus
  - mit flexibilität, einsatz- und reisebereitschaft begegnest du firmenreisen, wobei die wochenenden dennoch dir gehören

  du hast noch offene fragen? wir freuen uns über deinen anruf!

  deine vorteile
  * mit seminaren, trainings und qualifizierungen bieten wir dir individuelle und langfristige entwicklungs- und aufstiegschancen auf fach-, projekt- oder führungsebene.
  * wir begegnen dir nicht nur auf augenhöhe, sondern in der regel auch dort, wo du zuhause bist. mit arbeitsplätzen in jedem bundesland, in großen städten ebenso wie in kleineren ortschaften und gemeinden.
  * du gibst immer alles und bekommst deshalb auch viel zurück: ein marktübliches gehaltspaket mit i.d.r. unbefristeten arbeitsverträgen und beschäftigungssicherung sowie vielfältige nebenleistungen und eine betriebliche altersvorsorge.
  * du kannst dir einer langfristigen perspektive durch dein festes arbeitsverhältnis in einem zukunftsorientierten konzern sicher sein.

  chancengleichheit und selbstbestimmt(...)

  die stellenbeschreibung kann nicht vollständig angezeigt werden. bitte folgen sie dem u.a. link 'weitere informationen zum stellenangebot im internet'
  arbeitsorte

  04109 leipzig, sachsen, deutschland
  50667 köln, nordrhein-westfalen, deutschland
  47051 duisburg, nordrhein-westfalen, deutschland
  10789 berlin, berlin, deutschland
  60313 frankfurt am main, hessen, deutschland
  68161 mannheim, baden-württemberg, deutschland
  30159 hannover, niedersachsen, deutschland
  22767 hamburg, hamburg, deutschland
  90411 nürnberg, mittelfranken, bayern, deutschland
  80809 münchen, bayern, deutschland
  in der nachfolgenden kartenansicht sind die ausübungsorte des stellenangebots in einer interaktiven deutschlandkarte eingezeichnet. die gleichen informationen finden sie auch in textueller form auf dieser seite.
  routenplaner karte zum stellenangebot karte ausblenden
  beginn der tätigkeit

  sofort
  anzahl offener stellen

  19 von ursprünglich 20 gemeldeten stellen
  vormerken

  konditionen des stellenangebots

  arbeitszeit

  vollzeit
  vergütung und zusatzleistungen

  bei der besetzung des stellenangebotes findet ein tarifvertrag anwendung.
  tarifvertrag: db haustarife
  befristung

  unbefristetes arbeitsverhältnis

  kontaktdaten

  sicherheitsabfrage

  bitte geben sie die dargestellten zeichen in das textfeld ein, um fortzufahren:
  nachricht an arbeitgeber bewerben

  legende

  kartenausschnitt vergrößern

  kartenausschnitt verkleinern

  informationen

  quelle des stellenangebots
  deutsche bahn ag

  letzte änderung
  01.04.2021 16:20

  weiterführende links

  * rund um den arbeitsplatz
  * informationen für ausländische bewerber
  * informationen zu tarifverträgen
  * bitte beachten sie den haftungsausschluss
  * verdienst/einkommen in dem beruf","['1', 'w', 'w', 'outlook']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  jetzt lokführer / triebfahrzeugführer (m/w/d) werden in freiberg

  burgstraße 24, 09599 sachsen - freiberg
  13.04.2021
  anzeigennr.: 1486586431

  details

  * berufserfahrung ohne berufserfahrung
  * arbeitszeit vollzeit

  beschreibung

  in 12 monaten zum triebfahrzeugführer! jetzt weiterbilden bei der sbh südost in freiberg.

  du hast ""bock auf lok""?

  dann lass dich von uns in nur ca. 12 monaten zum lokführer weiterbilden.

  bundesweit fehlen zurzeit ca. 1400 lokführer und die zahlen steigen.
  nutze deine chance und springe auf den ""zug"" auf!

  sichere dir nach erfolgreicher weiterbildung ein lukratives gehalt.

  wir vermitteln dir die beruflichen kompetenzen für das sichere führen von triebfahrzeugen. beispielsweise lernst du, neben dem zusammenstellen von zügen und dem prüfen der betriebssicherheit, wie du dich in regelfällen aber auch bei störungen verhältst.

  nach erfolgreichem abschluss der weiterbildung erhältst du den führerschein klasse b nach tfv und kannst sowohl im güter- als auch im personenverkehr tätig werden. wir sind eine vom eisenbahnbundesamt anerkannte ausbildungs- und prüfstelle.

  die weiterbildung zum triebfahrzeugführer (m/w/d) startet regelmäßig und ist über bildungsgutschein förderbar.

  interesse? kontaktiere uns für mehr infos direkt über ebay kleinanzeigen.
  wir freuen uns über deine nachricht.

  teilnahmevoraussetzungen für die weiterbildung:
  - mindestalter 20 jahre
  - mind. hauptschulabschluss oder abgeschlossene berufsausbildung
  - bestandene bahntauglichkeitsuntersuchung
  - gute kenntnisse der deutschen sprache (mind. b1)
  - zuverlässigkeit und verantwortungsbewusstsein

  ps: du hast noch schwierigkeiten mit der deutschen sprache?
  bist auf dem sprachniveau b1? mit einem 12-wöchigen
  fachsprachkurs machen wir dich fit für diese weiterbildung.

  der nächste kursstart:
  2.11.2020 sbh südost gmbh, burgstraße 24, 09599 freiberg

  ______________________________________________________

  oder melde dich unverbindlich für eine informationsveranstaltung an.

  wo:
  sbh südost gmbh
  burgstraße 24, 09599 freiberg

  wann jeweils um 13:00 uhr:
  montag, 5. oktober 2020
  montag, 2. november 2020
  montag, 7. dezember 2020
  montag, 4. januar 2021
  montag, 1. februar 2021
  montag, 1. märz 2021
  montag, 5. april 2021
  montag, 3. mai 2021

  aufgrund der aktuellen corona-situation ist die teilnehmerzahl zur infoveranstaltung auf 10 begrenzt und eine vorherige anmeldung per mail oder telefonisch unbedingt erforderlich.
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  sbh südost gmbh

  folgen
  * ab andré bohl
  zufriedenheit: top
  freundlich
  gewerblicher nutzer
  aktiv seit 12.08.2020
  * 0351 ... anzeigen
  __________________________________________________

  *
  *
  *

  44
  anzeigen online
  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'w', '4', '1', '1', 'e-mail']"
"  lockführer/in(m/w/d)

  2021-04-04t06:54:38.678z

  klipphausen

  2022-04-04t06:57:02.513874z

  fdg freiberger dienstleistungsgruppe gmbh

  other

  lockführer/in(m/w/d) ihre aufgaben ihre aufgaben beinhalten die bedienung von schienenfahrzeugen (baureiheneinweisung), die einweisung in örtliche gegebenheiten, die kontrolle von ordnung und sauberkeit, das führen von stundenlisten und die meldung etwaiger unfälle an den sicherheitsbeauftragten. ihr profil: wir bieten:","['w', 'w']"
"  triebfahrzeugführer zur ausbildung (w/m/d)

  2021-04-08t07:42:53.098z

  chemnitz

  2022-04-08t07:43:58.032022z

  transdev mitteldeutschland gmbh

  other

  triebfahrzeugführer zur ausbildung (w/m/d) triebfahrzeugführer zur ausbildung (w/m/d) beginn: 01.10.2021 unternehmen: transdev mitteldeutschland gmbh ort: streckennetz der mitteldeutschen regiobahn einstiegsart: fachkräfte unter der marke mitteldeutsche regiobahn (mrb) erbringt die transdev-gruppe in sachsen schienenpersonennahverkehrsleistungen auf der regional-expresslinie re 6 leipzig - chemnitz, der regionalbahn-linie rb 110 leipzig - döbeln, im elektronetz mittelsachsen mit den verbindungen re 3 dresden - hof, rb 30 dresden - zwickau und rb 45 chemnitz - elsterwerda und im vvo-dieselnetz mit bahnstrecken zwischen dresden, königsbrück, kamenz und altenberg sowie zwischen pirna und sebnitz. an den standorten leipzig, chemnitz und dresden sind über 400 mitarbeiter*innen beschäftigt. die transdev mitteldeutschland gmbh mit der marke mitteldeutsche regiobahn ist teil der international agierenden transdev-gruppe, die mit 82.000 mitarbeiter*innen in 20 ländern aktiv ist. transdev in
  deutschland ist mit mehr als 7.400 beschäftigten und einem umsatz von rund 1,1 milliarde euro der größte private nahverkehrsanbieter im lokalen bahn- und busbereich und bringt jährlich rund 270 millionen fahrgäste sicher und komfortabel an ihr ziel. für den quereinstieg zum 01.10.2021 suchen wir für das streckennetz der mitteldeutschen regiobahn triebfahrzeugführer zur ausbildung (w/m/d) ihre aufgaben bei uns ihre aufgaben bei uns während der ausbildung: erwerb der kenntnisse eines triebfahrzeugführers (w/m/d) durch eine 9- monatige bildungsmaßnahme erlernen von vorschriften und regelungen im bahnverkehr in der theorie erlernen des richtigen umgangs mit triebfahrzeugen und das fahren in der praxis erfolgreiches absolvieren von schriftlichen, mündlichen und praktischen prüfungen ihre aufgaben bei uns als triebfahrzeugführer (w/m/d): bedienen und betreuen von triebfahrzeugen im schienenpersonennahverkehr sichere und pünktliche beförderung der fahrgäste durchführung von vor- und
  abschlussdiensten sowie die durchgehende überwachung der funktion des zuges während des betriebes beurteilung der einsatzfähigkeit des zuges und weitergabe der informationen zum fahrzeugzustand und wartungsnotwendigkeiten an die technik kooperative zusammenarbeit mit anderen verkehrspartnern und kundenbetreuern unsere erwartungen an sie real- oder qualifizierter hauptschulabschluss eine abgeschlossene berufsausbildung gutes technisches verständnis mindestalter von 20 jahren teilnahme an arbeitsmedizinischen und verkehrspsychologischen eignungsuntersuchungen vor lehrgangsbeginn mit positivem ergebnis, welche durch transdev organisiert werden deutschkenntnisse auf niveau b2 des gemeinsamen europäischen referenzrahmens für sprachen pkw-führerschein und pkw zur anfahrt an den einsatzort bereitschaft zum wechselschichtdienst sowie zur arbeit an sonn- und feiertagen hohes maß an eigenverantwortung, zuverlässigkeit und motivation ausgeprägte serviceorientierung wir bieten ihnen eine
  praxisorientierte 9-monatige zertifizierte ausbildung und eine intensive berufsvorbereitung auf ihren neuen zukunftsorientierten beruf einen vertrag mit attraktivem gehalt während ihrer ausbildungsphase ein herausforderndes und vielseitiges aufgabengebiet ein partnerschaftlich orientiertes lern- und arbeitsklima in einem hochmotivierten team nach erfolgreichem erwerb des triebfahrzeugführerscheines (gemäß triebfahrzeugführerscheinverordnung) garantieren wir ihnen eine festanstellung bei einer der beiden gesellschaften der mitteldeutschen regiobahn benefits","['w', 'w', 'w', 'w', 'w', 'w']"
"  revierfahrer (m/w/d)

  sicherheitsmitarbeiter/in

  vollzeit

  unbefristet

  2021-04-15

  revierfahrer (m/w/d) für dippoldiswalde, altenberg und glashütte gesucht - einwandfreies führungszeugnis - führerschein kl. b - bereitschaft zur nacht- und wochenendarbeit - sachkundeprüfung nach § 34a gewo (bewachung)- kann auch bei bedarf nachgeholt werden der einsatzwagen steht auf einem stellplatz in glashütte.

  11,15 ? + zuschläge

  dsd dresdner sicherheitsdienst gmbh

  grundkenntnisse

  revierfahrt

  erweiterte_kenntnisse

  bewachen, beschützen

  erweiterte_kenntnisse

  überwachungsaufgaben

  01768

  01744

  glashütte, sachsen

  dippoldiswalde

  deutschland

  deutschland","['w', 'w']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  jetzt lokführer / triebfahrzeugführer (m/w/d) werden in chemnitz

  paul-gruner-straße 58, 09120 sachsen - chemnitz
  14.04.2021
  anzeigennr.: 1486630815

  details

  * berufserfahrung ohne berufserfahrung
  * arbeitszeit vollzeit

  beschreibung

  in 12 monaten zum triebfahrzeugführer! jetzt weiterbilden bei der sbh südost in chemnitz.

  du hast ""bock auf lok""?

  dann lass dich von uns in nur ca. 12 monaten zum lokführer weiterbilden.

  bundesweit fehlen zurzeit ca. 1400 lokführer und die zahlen steigen.
  nutze deine chance und springe auf den ""zug"" auf!

  sichere dir nach erfolgreicher weiterbildung ein lukratives gehalt.

  wir vermitteln dir die beruflichen kompetenzen für das sichere führen von triebfahrzeugen. beispielsweise lernst du, neben dem zusammenstellen von zügen und dem prüfen der betriebssicherheit, wie du dich in regelfällen aber auch bei störungen verhältst.

  nach erfolgreichem abschluss der weiterbildung erhältst du den führerschein klasse b nach tfv und kannst sowohl im güter- als auch im personenverkehr tätig werden. wir sind eine vom eisenbahnbundesamt anerkannte ausbildungs- und prüfstelle.

  die weiterbildung zum triebfahrzeugführer (m/w/d) startet regelmäßig und ist über bildungsgutschein förderbar.

  interesse? kontaktiere uns für mehr infos direkt über ebay kleinanzeigen.
  wir freuen uns über deine nachricht.

  teilnahmevoraussetzungen für die weiterbildung:
  - mindestalter 20 jahre
  - mind. hauptschulabschluss oder abgeschlossene berufsausbildung
  - bestandene bahntauglichkeitsuntersuchung
  - gute kenntnisse der deutschen sprache (mind. b1)
  - zuverlässigkeit und verantwortungsbewusstsein

  ps: du hast noch schwierigkeiten mit der deutschen sprache?
  bist auf dem sprachniveau b1? mit einem 12-wöchigen
  fachsprachkurs machen wir dich fit für diese weiterbildung.

  ______________________________________________________

  oder melde dich unverbindlich für eine informationsveranstaltung an.

  wo:

  infotag chemnitz: 2.10. , 16.10., 20.11., 4.12.
  jeweils um 10:00 uhr (paul-gruner-str. 58)

  infotag leipzig: 12.10., 9.11., 14.12., 11.01., 8.02., 8.03.
  jeweils um 14.00 uhr (friederikenstraße 60)

  infotag freiberg: 5.10., 2.11., 7.12., 4.01., 1.02., 1.03.
  jeweils um 13.00 uhr

  infotag oschatz: 12.10., 9.11., 14.12., 11.01., 8.02., 8.03.
  jeweils um 9.00 uhr (blomberger straße 2)

  aufgrund der aktuellen corona-situation ist die teilnehmerzahl zur infoveranstaltung auf 10 begrenzt und eine vorherige anmeldung per mail oder telefonisch unbedingt erforderlich.
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  sbh südost gmbh

  folgen
  * ab andré bohl
  zufriedenheit: top
  freundlich
  gewerblicher nutzer
  aktiv seit 12.08.2020
  * 0351 ... anzeigen
  __________________________________________________

  *
  *
  *

  44
  anzeigen online
  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'paul', 'w', 'paul', 'e-mail']"
"  triebfahrzeugfüher (m/w/d) güterverkehr

  * zwickau
  * veröffentlicht vor 10 stunden

  muldental-eisenbahnverkehrs- gesellschaft mbh

  die muldental-eisenbahnverkehrsgesellschaft mbh ist ein deutsches mittelständisches eisenbahnverkehrsunternehmen (evu) mit sitz im sächsischen zwickau.

  wir suchen ab sofort zur festanstellung einen triebfahrzeugführer (m/w/d) im güterverkehr mit einem einsatzgebiet vorrangig in mitteldeutschland.

  aufgaben:

  - vorbereitungs- und abschlussdienste an triebfahrzeugen
  - zugvorbereitung, bremsproben und wagenprüfungen
  - sichere und pünktliche durchführung von zug- und rangierfahrten
  - erstellen und prüfen von wagenlisten und anderen unterlagen
  - kommunikation mit kunden vor ort
  - selbstständige, zuverlässige und qualitätsorientierte arbeitsweise

  anforderungen:

  - erfolgreich abgeschlossene berufsausbildung zum eisenbahner (m/w) im betriebsdienst - fachrichtung lokführer und transport oder eine erfolgreich abgeschlossene ausbildung zum triebfahrzeugführer (m/w) nach vdv-schrift 753 oder gemäß triebfahrzeugführerscheinverordnung (tfv)
  - triebfahrzeugführerschein nach der gültigen vdv-schrift 753 (klasse 3) oder gemäß tfv (klasse b)
  - berechtigung zum führen von diesel- und e-lokomotiven
  - wagenprüfer g
  - zusatzqualifikationen: pzb, ggvseb
  - gesundheitliche tauglichkeit und psychologische eignung
  - edv-kenntnisse
  - pkw-führerschein
  - bereitschaft zum schichtdienst

  wir bieten:

  - einen sicheren und unbefristeten arbeitsplatz in einem etablierten mittelständigen unternehmen
  - weiterbildungsmöglichkeiten eines eisenbahnverkehrsunternehmens
  - anerkennung und honorierung von überdurchschnittlichem engagement
  - angenehmes betriebsklima und hohe kollegialität
  - kurze entscheidungswege und flache hierarchien
  - einen arbeitsplatz in der region mitteldeutschland

  um sich für diesen job zu bewerben, sende deine unterlagen per e-mail an personal@mteg.de
  __________________________________________________

  sie können sich auch online über folgenden button bewerben:","['w', 'w', 'w', 'w', 'g', 'e-mail']"
"  revierfahrer (m/w/d) in dresden

  dresden

  securitas gmbh

  meine vorteile
  * unbefristeter arbeitsvertrag in einem wachstumsorientierten unternehmen
  * tarifgebundene und pünktliche bezahlung zzgl. zuschlägen
  * qualifizierte einarbeitung sowie interne und externe aus- und weiterbildungsmöglichkeiten
  * kostenfreie dienstbekleidung sowie jährliche reinigungspauschale
  * interessante benefits, z.b. mitarbeitervergünstigungen bei verschiedenen anbietern
  * zusätzlicher arbeitgeberbeitrag bei betrieblicher altersvorsorge (bav)
  * schutz durch die securitas-gruppenunfallversicherung - auch in der freizeit",['w']
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  triebfahrzeugführer umschulung online (m/w/d)

  08056 sachsen - zwickau
  14.04.2021
  anzeigennr.: 1733396415

  beschreibung

  bei uns hast du jetzt die chance deine ausbildung online zum triebfahrzeugführer zu starten.
  die ausbildung ist daher bundesweit möglich. du benötigst nur eine stabile internetverbindung.

  natürlich werden dir alle notwendigen unterlagen und ein laptop von uns während der ausbildung gestellt.

  bei uns bekommst du die chance für deine berufliche zukunft! dich erwartet eine anspruchsvolle
  10-monatige ausbildung in theorie und auf der schiene. durch qualifizierte dozenten
  bekommst du eine top ausbildung mit späterer übernahmegarantie nach abschluss der prüfung.

  nach erfolgreich abgeschlossener ausbildung erwarten dich:
  - 100% übernahme
  - bahncard 100
  - sehr guter verdienst 3.000? netto
  - eigenverantwortung
  - krisensicherer job
  - gute karrieremöglichkeiten

  folgende voraussetzung musst du mitbringen:
  - mind. 20 jahre
  - hauptschulabschluss oder gleichwertige ausbildung
  - kein laufendes mpu verfahren oder punkteabbauseminar
  - reisebereitschaft (einsatzorte deutschlandweit)
  - schichtdienst
  - für personen über 50 geeignet!

  nutze jetzt deine chance und bewirb dich!
  weitere infos auch gerne telefonisch!

  tel. 051219349685
  sprechzeiten sind mo-fr von 08.00-15.00uhr

  ebs hildesheim gmbh
  langer garten 19
  31137 hildesheim
  tel. 051219349685
  web: www.ebs-hildesheim.de
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  * eh ebs hildesheim gmbh
  gewerblicher nutzer
  aktiv seit 08.04.2021
  * 05121... anzeigen
  __________________________________________________

  * 41 anzeigen online
  * folgen

  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'e-mail']"
"  leipzig

  e-mail: [javascript protected email address]
  hier bewerben

  deutsche bahn ag

  * leipzig
  * post datum: 12.04.2021

  triebfahrzeugfã¼hrer / lokfã¼hrer als maschinenbediener einzelfehlerstopfmaschine esm sprinter (w/m/d)

  zum nã¤chstmã¶glichen zeitpunkt suchen wir dich in der funktion des triebfahrzeugfã¼hrers als maschinenbediener der einzelfehlerstopfmaschine esm sprinter fã¼r die db netz ag, maschinenpool fã¼r den bundesweiten einsatz.

  deine aufgaben:
  * du bist der maschinenbediener und triebfahrzeugfã¼hrer fã¼r die einzelfehlerstopfmaschine esm sprinter und trã¤gst die verantwortung fã¼r die regelgerechte abwicklung der zugewiesenen auftrã¤ge
  * selbststã¤ndiges bedienen der maschine in bundesweiter einsatzwechseltã¤tigkeit ist dein tã¤gliches geschã¤ft
  * du fã¼hrst die regelkonforme wartung und pflege an den hydraulischen, pneumatischen, elektrischen und elektronischen maschinenkomponenten aus
  * stã¶rungen und unregelmã¤ã?igkeiten kommunizierst du gemã¤ã? meldeordnung an die leitstelle

  dein profil:
  * erfolgreich abgeschlossene gewerblich-technische berufsausbildung als gleisbauer, mechatroniker, elektroniker, industriemechaniker, eib oder eine gleichwertige qualifikation
  * pkw- und eisenbahnfahrzeugfã¼hrerschein klasse 3 kannst du nachweisen
  * mehrjã¤hrige berufserfahrung in der bedienung und instandhaltung von oberbaugroã?maschinen ist wã¼nschenswert
  * du bist gerne unterwegs, denn du arbeitest in bundesweiter montage (einsatzwechseltã¤tigkeit) in tag- und nachtschichten
  * du besitzt ein hohes durchsetzungsvermã¶gen und verantwortungsbewusstsein
  * die bereitschaft zum erwerb weiterer qualifikationen bringst du mit
  * neben deinen guten edv-kenntnissen verfã¼gst du auch ã¼ber eine ausgewogene kunden- und ergebnisorientierung
  * kommunikationsfã¤higkeit zã¤hlt zu deinen stã¤rken
  __________________________________________________

  kontakt-infos

  unternehmen deutsche bahn ag
  hier bewerben","['e-mail', 'protected email', 'email', 'w']"
"  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  lokführer werden online (m/w/d)

  08523 sachsen - plauen
  08.04.2021
  anzeigennr.: 1726551784

  beschreibung

  bei uns hast du jetzt die chance deine ausbildung online zum triebfahrzeugführer zu starten.
  die ausbildung ist daher bundesweit möglich. du benötigst nur eine stabile internetverbindung.

  natürlich werden dir alle notwendigen unterlagen und ein laptop von uns während der ausbildung gestellt.

  bei uns bekommst du die chance für deine berufliche zukunft! dich erwartet eine anspruchsvolle
  10-monatige ausbildung in theorie und auf der schiene. durch qualifizierte dozenten
  bekommst du eine top ausbildung mit späterer übernahmegarantie nach abschluss der prüfung.

  nach erfolgreich abgeschlossener ausbildung erwarten dich:
  - 100% übernahme
  - bahncard 100
  - sehr guter verdienst 3.000? netto
  - eigenverantwortung
  - krisensicherer job
  - gute karrieremöglichkeiten

  folgende voraussetzung musst du mitbringen:
  - mind. 20 jahre
  - hauptschulabschluss oder gleichwertige ausbildung
  - kein laufendes mpu verfahren oder punkteabbauseminar
  - reisebereitschaft (einsatzorte deutschlandweit)
  - schichtdienst
  - für personen über 50 geeignet!

  nutze jetzt deine chance und bewirb dich!
  weitere infos auch gerne telefonisch!

  tel. 051219349685
  sprechzeiten sind mo-fr von 08.00-15.00uhr

  ebs hildesheim gmbh
  langer garten 19
  31137 hildesheim
  tel. 051219349685
  web: www.ebs-hildesheim.de
  *
  * zur merkliste hinzufügen

  fehler

  anzeige teilen

  * via e-mail teilen
  * via facebook teilen
  * via twitter teilen
  * via pinterest teilen

  * eh ebs hildesheim gmbh
  gewerblicher nutzer
  aktiv seit 08.04.2021
  * 05121... anzeigen
  __________________________________________________

  * 21 anzeigen online
  * folgen

  * anzeige melden
  * anzeige drucken","['e-mail', 'w', 'e-mail']"
