DBpedia Link,Abstract
http://dbpedia.org/resource/Calapor,"Calapor is a census town in North Goa district in the state of Goa, India. Gusto"
http://dbpedia.org/resource/Calbayog,"Calbayog, officially known as the City of Calbayog (Waray: Siyudad han Calbayog; Tagalog: Lungsod ng Calbayog), is a 1st class component city in the province of Samar, Philippines. According to the 2020 census, it has a population of 186,960 people.  It lies along the coastal region of the province stretching about 60 miles (97 km) from the northern tip of the island and 180 miles (290 km) from southern boundaries. It is the sixth largest city in terms of land and water areas in the Philippines. It is the nineteenth city of the Philippines. In 2010, Calbayog has 35,126 households with a population of 172,778 people, making up 23.6% of the total population of the province of Samar. Calbayog is one of the commercial trade centers in Eastern Visayas. Calbayog is subdivided into three major districts: Calbayog, Tinambacan and Oquendo."
http://dbpedia.org/resource/Calbuco,"Calbuco is a city and commune in southern Chile administered by the Municipality of Calbuco. Administratively Calbuco belongs to the Llanquihue Province of Los Lagos Region. The origin of the city was the Spanish Fort Calbuco founded in 1603, and became later an important fish market. The archaeological site of Monte Verde lies within the commune. Calbuco Island is part of the commune and contains the city of Calbuco. There are thirteen other islands in the commune: Huar, Puluqui, Chidhuapi, Tabón, Mayelhue, Lín, Quenu, Quihua, Huapi Abtao, Chaullín, Caicué o lagartija, Tautil and Queullín."
http://dbpedia.org/resource/Caldas_Novas,Caldas Novas (Portuguese: [kawˈdɐz ˈnɔvɐs]) is a Brazilian municipality in the state of Goiás. It is considered by many to be the largest hydro-thermal resort in the world.
http://dbpedia.org/resource/Caldas_da_Rainha,"Caldas da Rainha (Portuguese pronunciation: [ˈkaldɐʒ ðɐ ʁɐˈiɲɐ]) is a medium-sized Portuguese city in the Oeste region, in the historical province of Estremadura, and in the district of Leiria. The city serves as the seat of the larger municipality of the same name and of the Comunidade Intermunicipal do Oeste (OesteCIM, Intermunicipal Community of the West). At the 2011 census, the municipality had a population of 51,729 in an area of 255.69 square kilometres (98.72 sq mi), with 30,343 residing in the city. Although the city itself lies about 10.5 kilometres (6.5 mi) inland, three of the municipality's civil parishes lie on the Atlantic Ocean. Caldas da Rainha is best known for its sulphurous hot springs and ceramic pottery. The settlement was founded in the 15th century by Queen Leonor (Rainha Dona Leonor), who established a hospital and a church at the site of some therapeutic hot springs. The Hospital Termal Rainha D. Leonor (Queen Leonor Spring Water Hospital, or Thermal Hospital) is the oldest purpose-built institution of its kind in the world, with five centuries of history. The city's name, often shortened to simply ""Caldas"", can be translated as ""Queen's Hot Springs"", ""Queen's Spa"", or ""Queen's Baths"". Caldas da Rainha is a UNESCO Creative City. It is home to many cultural institutions. The city's nine museums cover art, history, and cycling. Cultural and sports venues include Centro Cultural e de Congressos (CCC, Cultural and Conference Centre), a centre for performing arts, exhibitions, and conferences; Expoeste – Centro de Exposições do Oeste (Exhibition Centre of the West), which hosts exhibitions and festivals; a bullring; several football (soccer) pitches; and a multi-sport municipal complex. Caldas hosts six professional and higher-educational institutions, including a major arts and design school and a school devoted to ceramics. In 2014 Caldas da Rainha had the best public secondary school in Portugal based on national test scores."
"http://dbpedia.org/resource/Caldera,_Chile","Caldera is a port city and commune in the Copiapó Province of the Atacama Region in northern Chile. It has a harbor protected by breakwaters, being the port city for the productive mining district centering on Copiapó to which it is connected by the first railroad constructed in Chile."
"http://dbpedia.org/resource/Calderitas,_Quintana_Roo","Calderitas is a city in the municipality of Othón P. Blanco, which is part of the Mexican state of Quintana Roo. It is situated on the east coast of the Yucatán Peninsula, in Chetumal Bay, just northeast of the city of Chetumal. Because of its close proximity to the Caribbean coastline, it is vulnerable to hurricanes. Hurricane Janet and Hurricane Dean, both Category 5 storms, made landfall near Calderitas in 1955 and 2007 respectively. There are beaches and a boat ramp, many restaurants, bars, beach resorts and other types of lodging in Calderitas, and the archaeological zone of is located 8 kilometers (5.0 mi) from the center of town."
"http://dbpedia.org/resource/Caldwell,_Arkansas","Caldwell is a town in St. Francis County, Arkansas, United States. The population was 555 at the 2010 census, an increase from 465 in 2000."
"http://dbpedia.org/resource/Caldwell,_Idaho","Caldwell (locally CALL-wul) is a city in and the county seat of Canyon County, Idaho. The population was 59,996 at the time of the 2020 United States census. Caldwell is considered part of the Boise metropolitan area. Caldwell is the location of the College of Idaho and College of Western Idaho."
"http://dbpedia.org/resource/Caldwell,_Kansas","Caldwell is a city in Sumner County, Kansas, United States. As of the 2020 census, the population of the city was 1,025."
"http://dbpedia.org/resource/Caldwell,_Texas","Caldwell is a designated Main Street City and the county seat of Burleson County, Texas, United States. The population was 3,993 at the 2020 census. It is part of the Bryan-College Station metropolitan area. Caldwell is the home of the Czech Heritage Museum, which is open to the public on Saturdays from 10 a.m. to 3 p.m. The annual Kolache Festival, a celebration of Czech heritage named for a type of pastry, is held in Caldwell the second weekend of September."
"http://dbpedia.org/resource/Caledonia,_Minnesota","Caledonia is a city and the county seat of Houston County, Minnesota, United States and is part of the La Crosse, Wisconsin Metropolitan Statistical Area. The population was 2,847 at the 2020 census."
"http://dbpedia.org/resource/Calera,_Alabama","Calera is a city in Shelby and Chilton counties in the U.S. state of Alabama. It is the location of the Shelby County Airport. As of the 2010 census Calera had a population of 11,620, more than tripling its total in 2000, making it the fastest-growing city in Alabama. It is within the Birmingham-Hoover, Alabama Metropolitan Statistical Area."
http://dbpedia.org/resource/Cales,"Cales was an ancient city of Campania, in today's comune of Calvi Risorta in southern Italy, belonging originally to the Aurunci/Ausoni, on the Via Latina. The Romans captured it in 335 BC and established a colony with Latin rights of 2,500 citizens. Cales was initially the centre of the Roman dominion in Campania. To the period after 335 belong numerous silver and bronze coins with the inscription Caleno. It was an important base in the war against Hannibal, and at last refused further contributions for the war. Before 184 BC more settlers were sent there. After the Social War it became a municipium. The fertility of its territory and its manufacture of black glazed pottery, which was even exported to Etruria, made it prosperous. At the end of the 3rd century BC it appears as a colony, and in the 5th century (AD) it became an episcopal see, which (jointly with since 1818) it still is, though it is now a mere village. The cathedral, of the 12th century, has a carved portal and three apses decorated with small arches and pilasters, and contains a fine pulpit and episcopal throne in marble mosaic. Near it are two grottos, which have been used for Christian worship and contain frescoes of the 10th and 11th centuries. Inscriptions name six gates of the town: and there are considerable remains of antiquity, especially of an amphitheatre and theatre, of a supposed temple, and other edifices. A number of tombs belonging to the Roman necropolis were discovered in 1883."
http://dbpedia.org/resource/Caleta_Olivia,"Caleta Olivia is a city located at the northeast of the Argentine province of Santa Cruz, on the San Jorge Gulf by the Atlantic Ocean. It had a population of 70,304 in the 2010 census [INDEC]. It is the second most important city of the province after Rio Gallegos, and the most populated of the Deseado Department. The city was founded on November 20, 1901, by Navy Lieutenant Exequiel Guttero, captain of the Guardia Nacional, a ship that was transporting cables, equipment, and workers for the construction of a telegraph line south of Comodoro Rivadavia. The settlement was given the name of his wife Olivia (caleta means ""small bay"", ""inlet""). The main economic activities around the city are petroleum, sheep and fishing. Its port serves both as a fishing centre, and as an export point for locally produced goods. Among the monuments of the city, probably the most characteristic is that of ""El Gorosito,"" built to honour a petroleum industry worker."
http://dbpedia.org/resource/Caleta_de_Sebo,"Caleta de Sebo (or Caleta del Sebo) is the main settlement and capital community of La Graciosa (Canary Islands, Spain). With a population of 730 (INE, 2018), Caleta de Sebo, together with the rest of the island of La Graciosa, is included in the municipality of Teguise on Lanzarote. Tourism is the main industry along with fishing. Every year, tourists visit the island for its temperate climate and its sandy volcanic coasts. The island has a school, a lyceum, a post office, supermarkets, a port, beaches, the only bank in the island (a Bankia bank branch in danger of elimination as of September 2013) and a square (plaza) where bicycles can be hired. The town is the only port of entry to the island, offering regular ferry services to Órzola, Lanzarote."
"http://dbpedia.org/resource/Calexico,_California","Calexico (/kəˈlɛksɪkoʊ/) is a city in southern Imperial County, California. Situated on the Mexican border, it is linked economically with the much larger city of Mexicali, the capital of the Mexican state of Baja California. It is about 122 miles (196 km) east of San Diego and 62 miles (100 km) west of Yuma, Arizona. Calexico, along with six other incorporated Imperial County cities, forms part of the larger populated area known as the Imperial Valley. First explored by Europeans in the 18th century, Calexico began as a small tent community which was ultimately incorporated in 1908."
http://dbpedia.org/resource/Calgary,"Calgary (/ˈkælɡəri/ KAL-gər-ee) is the largest city in the western Canadian province of Alberta and the largest metro area of the three Prairie Provinces. As of 2021, the city proper had a population of 1,306,784 and a metropolitan population of 1,481,806, making it the third-largest city and fifth-largest metropolitan area in Canada. Calgary is situated at the confluence of the Bow River and the Elbow River in the south of the province, in the transitional area between the Rocky Mountain Foothills and the Canadian Prairies, about 80 km (50 mi) east of the front ranges of the Canadian Rockies, roughly 299 km (186 mi) south of the provincial capital of Edmonton and approximately 240 km (150 mi) north of the Canada–United States border. The city anchors the south end of the Statistics Canada-defined urban area, the Calgary–Edmonton Corridor. Calgary's economy includes activity in the energy, financial services, film and television, transportation and logistics, technology, manufacturing, aerospace, health and wellness, retail, and tourism sectors. The Calgary Metropolitan Region is home to Canada's second-highest number of corporate head offices among the country's 800 largest corporations. In 2015, Calgary had the highest number of millionaires per capita of any major Canadian city. In 2022, Calgary was ranked alongside Zürich as the third most livable city in the world, ranking first in Canada and in North America. In 1988, it became the first Canadian city to host the Olympic Winter Games."
"http://dbpedia.org/resource/Calhoun,_Georgia","Calhoun is a city in Gordon County, Georgia, United States. As of the 2020 census, the city had a population of 16,949. Calhoun is the county seat of Gordon County."
"http://dbpedia.org/resource/Calhoun,_Kentucky","Calhoun is a home rule-class city in McLean County, Kentucky, United States. The population was 763 at the 2010 census. It is the county seat of McLean County. It is included in the Owensboro, Kentucky Metropolitan Statistical Area."
"http://dbpedia.org/resource/Calhoun,_Missouri","Calhoun is a city in Henry County, Missouri, United States. The population was 469 at the 2010 census."
http://dbpedia.org/resource/Cali,"Santiago de Cali (Spanish pronunciation: [sanˈtjaɣo ðe ˈkali]), or Cali, is the capital of the Valle del Cauca department, and the most populous city in southwest Colombia, with 2,227,642 residents according to the 2018 census. The city spans 560.3 km2 (216.3 sq mi) with 120.9 km2 (46.7 sq mi) of urban area, making Cali the second-largest city in the country by area and the third most populous after Bogotá and Medellín. As the only major Colombian city with access to the Pacific Coast, Cali is the main urban and economic center in the south of the country, and has one of Colombia's fastest-growing economies. The city was founded on 25 July 1536 by the Spanish explorer Sebastián de Belalcázar. As a sporting center for Colombia, it was the host city for the 1971 Pan American Games. Cali also hosted the 1992 World Wrestling Championships, the 2013 edition of the World Games, the UCI Track Cycling World Championships in 2014, the World Youth Championships in Athletics in 2015 as well as the inaugural Junior Pan American Games in 2021 and the 2022 World Athletics U20 Championships."
http://dbpedia.org/resource/Calicasas,"Calicasas is a city in the province of Granada, Spain. According to the 2005 census (INE), the city has a population of 568 inhabitants."
"http://dbpedia.org/resource/Calico_Rock,_Arkansas","Calico Rock is a city in Izard County, Arkansas, United States. The population was 1,545 at the 2010 census, up from 991 in 2000."
"http://dbpedia.org/resource/Caliente,_Nevada","Caliente /kæliˈɛni/, formerly known as Culverwell and Calientes, is a city in Lincoln County, Nevada, United States. Its elevation is 4,300 feet (1,300 m). The population was 1,130 at the 2010 census, making it the least populated incorporated city in Nevada. The city's name originated from the nearby hot springs, as ""caliente"" is the Spanish word meaning ""hot""."
"http://dbpedia.org/resource/California,_Kentucky","California is a home rule-class city in Campbell County, Kentucky, United States. The population was 90 at the 2010 census."
"http://dbpedia.org/resource/California,_Missouri","California is a city in and the county seat of Moniteau County, Missouri, United States. The 2010 census has the population at 4,278. California is the third largest city in the Jefferson City, Missouri Metropolitan Statistical Area, as well as the largest city in Moniteau County."
"http://dbpedia.org/resource/California_City,_California","California City is a city located in northern Antelope Valley in Kern County, California, United States. It is 100 miles (160 km) north of the city of Los Angeles, and the population was 14,973 at the 2020 census. Covering 203.63 square miles (527.4 km2), California City has the third-largest land area of any city in the state of California, and is the largest city by land area in California that is not a county seat. Much of the workforce of Edwards Air Force Base, which is located 18 miles (29 km) southeast of the city, is made up of city residents. Other major sources of employment include California City Correctional Center (California Department of Corrections and Rehabilitation); Mojave Air and Space Port and its flight test operations; and the Hyundai/Kia Proving Grounds located in the rural southwestern part of the city. California City has a park, a PGA golf course, and a municipal airport."
"http://dbpedia.org/resource/Calimesa,_California","Calimesa (portmanteau of California and Mesa, Spanish for ""table"") is a city in Riverside County, California, United States in the Greater Los Angeles area. The population was 7,879 at the 2010 census, up from 7,139 at the 2000 census. It is situated in the San Gorgonio Pass."
"http://dbpedia.org/resource/Calio,_North_Dakota","Calio is a city in Cavalier County, North Dakota, United States. The population was 8 at the 2020 census. Calio was founded in 1905."
"http://dbpedia.org/resource/Calion,_Arkansas","Calion is a second-class city in Union County, Arkansas, United States. The population was 494 at the 2010 census."
"http://dbpedia.org/resource/Calipatria,_California","Calipatria (portmanteau of California and Patria, Spanish for ""homeland"") is a city in Imperial County, California. Calipatria is located 23 miles (37 km) north of El Centro. It is part of the El Centro Metropolitan Area. The population was 6,515 at the 2020 census, down from 7,710 at the 2010 census, up from 7,289 at the 2000 census, including 4000 inmates at Calipatria State Prison. The community is located along State Route 111."
"http://dbpedia.org/resource/Calistoga,_California","Calistoga (Wappo: Nilektsonoma) is a city in Napa County, in the Wine Country of California. Located in the North Bay region of the Bay Area, the city had a population of 5,228 as of the 2020 census. Calistoga was founded in 1868 when the California Pacific Railroad was built, establishing the town as a tourist destination for its Calistoga Hot Springs. Today, Calistoga continues as a popular tourist destination in Wine Country, owing to its vineyards and historic landmarks."
http://dbpedia.org/resource/Calkiní,"Calkiní (Yucatec Maya: ""throat of the sun"") is a city in the Mexican state of Campeche. It is situated at the northern tip of the state, on the central western coast the Yucatán Peninsula. It serves as the municipal seat for the surrounding municipality of the same name. As of 2010, the city of Calkiní had a population of 14,934. Calkini's San Luis Obispo or San Luis Calkiní church was founded in 1549 by the Franciscan Fray Diego de Villalpando as a mission and constructed on the base of the main ceremonial Mayan structure located on the site, thus ensuring both handily available building materials and a natural predisposition of the soon-to-be-converted Mayan population to gravitate towards this sacred place. Its strategic location halfway between Campeche and Merida made it both the head mission for the Franciscans in the region by 1588 and the second-largest town in the entire provi{{Infobox settlement Today, it is a pretty town with many colorful facades and a manicured central plaza, and a popular stop for meandering tourists when traveling between Merida and Campeche or to nearby Isla Arena."
http://dbpedia.org/resource/Callao,"Callao (Spanish pronunciation: [kaˈʎao]) is a seaside city and region on the Pacific Ocean in the Lima metropolitan area. Callao is Peru's chief seaport and home to its main airport, Jorge Chávez International Airport. Callao municipality consists of the whole Callao Region, which is also coterminous with the Province of Callao. Founded in 1537 by the Spaniards, the city has a long naval history as one of the main ports in Latin America and the Pacific, as it was one of vital Spanish towns during the colonial era. Central Callao is about 15 km (9.3 mi) west of the Historic Centre of Lima."
"http://dbpedia.org/resource/Callao,_Missouri","Callao is a city in Macon County, Missouri, United States. The population was 251 at the 2020 census."
"http://dbpedia.org/resource/Callaway,_Florida","Callaway is a city in Bay County, Florida, United States, and is a suburb of Panama City. The population was 14,405 at the 2010 census. It is part of the Panama City–Lynn Haven–Panama City Beach Metropolitan Statistical Area. The first arrest for the sale to a minor of an explicit album (The 2 Live Crew Is What We Are) occurred in Calloway in April 1987, when a music-store clerk was charged with ""sale of harmful material to a person under the age of 18,"" a third-degree felony. The clerk was later acquitted."
"http://dbpedia.org/resource/Callaway,_Minnesota","Callaway is a city in Becker County, Minnesota, USA, approximately 11 miles from the county seat, Detroit Lakes, Minnesota. The population was 178 at the 2020 census. Callaway is often associated with a nearby town, Richwood, Minnesota."
http://dbpedia.org/resource/Calle_Larga,"Calle Larga (""long road"" in Spanish) is city and one of four communes in the Los Andes Province of central Chile's Valparaíso Region."
http://dbpedia.org/resource/Calle_de_Alcalá,"Calle de Alcalá is among the longest streets in Madrid. It starts at the Puerta del Sol and goes on for 11 kilometres (6.8 mi), to the northeastern outskirts of the city. Henry David Inglis described it in 1837 as ""long, of superb width, and flanked by a splendid range of unequal buildings""."
"http://dbpedia.org/resource/Callender,_Iowa","Callender is a city in Webster County, Iowa, United States. The population was 368 at the time of the 2020 census."
"http://dbpedia.org/resource/Callisburg,_Texas","Callisburg is a city in Cooke County, in the U.S. state of Texas. The population was 353 at the 2010 census."
"http://dbpedia.org/resource/Calmar,_Iowa","Calmar is a city in Winneshiek County, Iowa, United States. The population was 1,125 at the 2020 census. It is at the junction of U.S. Route 52 and State highways 150 and 24, with both state routes terminating in Calmar."
http://dbpedia.org/resource/Caloundra,"Caloundra (/kəˈlaʊndrə/ kə-LOWN-drə) is a coastal town and the southernmost town in the Sunshine Coast Region in South East Queensland, Australia."
http://dbpedia.org/resource/Calpulalpan,"Calpulalpan officially as Heroic City of Calpulalpan, is a mexican city, head and main urban center of the homonymous municipality, located to the west of the state of Tlaxcala. With 33 263 inhabitants in 2010 according to the population and housing census conducted by the National Institute of Statistics and Geography (INEGI), is the sixth most populous city in the state. It has an estimated population of 37,752 inhabitants for 2017, according to the National Population Council (CONAPO)."
"http://dbpedia.org/resource/Calumet,_Iowa","Calumet is a city in O'Brien County, Iowa, United States. The population was 146 at the 2020 census."
"http://dbpedia.org/resource/Calumet,_Minnesota","Calumet is a city in Itasca County, Minnesota, United States. The population was 367 at the 2010 census."
"http://dbpedia.org/resource/Calumet_City,_Illinois","Calumet City (/ˌkæljʊˈmɛt/ KAL-yuu-MET) is a city in Cook County, Illinois, United States. The population was 36,033 at the 2020 census, a decline of 2.7% from 37,042 in 2010. The ZIP code is 60409."
"http://dbpedia.org/resource/Calvert,_Texas","Calvert is a city in Robertson County, Texas, United States. As of the 2020 census, the city population was 962. It is located approximately halfway between Waco and Bryan-College Station at the intersection of Texas State Highway 6 and Farm to Market Roads 1644 and 979, on the Southern Pacific line nine miles north of Hearne in west central Robertson County. For the last 35 years, Calvert has enjoyed a relative success as an antique ""capital"". The town is named for Robert Calvert, an early settler who served in the Texas Legislature representing Robertson and Milam Counties."
"http://dbpedia.org/resource/Calvert_City,_Kentucky","Calvert City is a home rule-class city in Marshall County, Kentucky, United States. The population was 2,566 at the 2010 census."
"http://dbpedia.org/resource/Calverton_Park,_Missouri","Calverton Park is a city in St. Louis County, Missouri, United States. The population was 1,293 at the 2010 census."
http://dbpedia.org/resource/Calvillo,"Calvillo (Spanish: [kalˈβiʝo]) is a city in the Mexican state of Aguascalientes. The town serves as the municipal seat of the surrounding municipality of Calvillo. Calvillo is the second most populated city in the state, surpassed in importance only by the capital city. It is located about 52 kilometers from the city of Aguascalientes. It stands at 21°51′N 102°43′W﻿ / ﻿21.850°N 102.717°W in the southwestern corner of the state."
"http://dbpedia.org/resource/Calvin,_North_Dakota","Calvin is a city in Cavalier County, North Dakota, United States. The population was 15 at the 2020 census. Calvin was founded in 1905. Likely the most historic structure left in town, the Calvin AF & AM Corinthian Masonic Lodge Number 78, was burned and razed in May 2014, after the upper floor had collapsed sometime between 2010 and 2012."
http://dbpedia.org/resource/Calvin_Company,"The Calvin Company was a Kansas City, Missouri-based advertising, educational and industrial film production company that for nearly half a century was one of the largest and most successful film producers of its type in the United States."
http://dbpedia.org/resource/Calydon,"Calydon (/ˈkælɪdɒn/; Ancient Greek: Καλυδών, Kalydōn) was a Greek city in ancient Aetolia, situated on the west bank of the river Evenus, 7.5 Roman miles (approx. 11 km) from the sea.Its name is most famous today for the Calydonian boar that had to be overcome by heroes of the Olympian age."
http://dbpedia.org/resource/Cam_Ranh,"Cam Ranh is a city in southern Khánh Hòa Province, in the South Central Coast region of Vietnam."
http://dbpedia.org/resource/Camagüey,"Camagüey (Spanish pronunciation: [kamaˈ(ɣ)wej]) is a city and municipality in central Cuba and is the nation's third-largest city with more than 321,000 inhabitants. It is the capital of the Camagüey Province. It was founded as Santa María del Puerto del Príncipe in 1514, by Spanish colonists on the northern coast and moved inland in 1528, to the site of a Taino village named Camagüey. It was one of the seven original settlements (villas) founded in Cuba by the Spanish. After Henry Morgan burned the city in the 17th century, it was redesigned like a maze so attackers would find it hard to move around inside the city. The symbol of the city of Camagüey is the clayen pot or tinajón, used to capture rain water and keep it fresh. Camagüey is also the birthplace of Ignacio Agramonte (1841), an important figure of the Ten Years' War against Spain. A monument by Italian sculptor Salvatore Buemi, erected in the center of the area to Ignacio Agramonte, was unveiled by his wife in 1912. It is composed of an equestrian statue, reliefs in bronze that reveal fragments of the life of Agramonte, and a sculpture of a woman that symbolizes the motherland. In July 2008, the old town was designated a UNESCO World Heritage Site, because of its irregular, maze-like city planning, its prominent role in early Spanish colonization and agriculture, and its rich architecture showing a variety of influences."
"http://dbpedia.org/resource/Camanche,_Iowa","Camanche (/kəˈmæntʃ/) is a city in Clinton County, Iowa, United States, on the Mississippi River. The population was 4,570 at the time of the 2020 census."
http://dbpedia.org/resource/Camaragibe,"Camaragibe (population 156,736) is a city in northeastern Brazil, in the State of Pernambuco. It lies near Recife at 8.00° South, 35.04° West. Currently, Camaragibe is run by Nadegi Queiroz (from the political party Republicans) and Délio Junior (The Vice-mayor). The lands now belonging to the city were used as a reserve of wood, and then for sugar planting. It was populated by natives, until the arrival of Portuguese with Duarte Coelho Pereira, around 1500. After the Portuguese arrival, however, the natives were not completely driven from the area. Instead, they lived ""peacefully"" with the invaders. In the 16th century the city (then just an engenho) was considered one of richest in the region until the Dutch invasion in 1645. At that time, the farm was burned to the ground by the natives. On 13 May 1982, Camaragibe, which was then part of the bigger city São Lourenço da Mata, was elevated to the category of city. The small city is considered among the most densely populated urban areas in the world because of the very accelerated growth that the city experienced from the emancipation until now."
"http://dbpedia.org/resource/Camargo,_Chihuahua","Santa Rosalía de Camargo, originally called Santa Rosalía, and now known as ""Ciudad Camargo"" (Camargo City), is a city in the eastern part of the Mexican state of Chihuahua, located at the confluence of the Rio Parral and the Rio Conchos in the Allende Valley. It serves as the municipal seat of Camargo municipality and also serves as an important agricultural and livestock center for the area. Ciudad Camargo was originally founded in 1740 and refounded in 1792."
"http://dbpedia.org/resource/Camargo,_Kentucky","Camargo is a home rule-class city in Montgomery County, Kentucky, in the United States. The population was 1,081 at the 2010 census. It is part of the Mount Sterling Micropolitan Statistical Area. The town was named by soldiers returning from the Mexican–American War, either in honor of Camargo in Mexico or a Mexican entertainer of that name. The post office was established in 1848 and closed in 1963."
"http://dbpedia.org/resource/Camarillo,_California","Camarillo (/ˌkæməˈriːoʊ/ KAM-ə-REE-oh) is a city in Ventura County in the U.S. state of California. As of the 2020 United States Census, the population was 70,741, an increase of 5,540 from the 65,201 counted in the 2010 Census. Camarillo is named for brothers Juan and Adolfo Camarillo, prominent Californios who owned Rancho Calleguas and founded the city. The city is home to California State University, Channel Islands, housed on the former grounds of the Camarillo State Hospital."
"http://dbpedia.org/resource/Camarones,_Chile","Camarones is a city and commune in the Arica y Parinacota Region in Chile. It forms part of the administrative Arica Province and has a population of 1,220. Its municipality seat is in the town of , located next to the Chile Highway 5. Cuyo is the administrative center of the commune and a place of rest for travellers. The main towns are Codpa and Caleta Camarones. The latter is a fishing inlet of only 44 inhabitants. Codpa is the largest town in the commune, located 114 kilometres (71 mi) from the city of Arica. It is an entirely rural commune with almost no tourist activity, and is well known for its uncharted areas. The only Afro-Chilean community in Chile is located in Camarones."
"http://dbpedia.org/resource/Camas,_Seville","Camas is a municipality located in the province of Seville, Andalusia, Spain. According to the 2006 census (INE), the city has a population of 25,706."
"http://dbpedia.org/resource/Camas,_Washington","Camas /ˈkæməs/ is a city in Clark County, Washington, with a population of 26,065 at the 2020 census. The east side of town borders the city of Washougal, Washington, and the west side of town borders Vancouver, Washington. Camas lies along the Washington side of the Columbia River, across from Troutdale, Oregon, and is part of the Portland metropolitan area. One of the major geographical features of the city is Prune Hill. Prune Hill is an extinct volcanic vent and is part of the Boring Lava Field of northwest Oregon and southwest Washington."
http://dbpedia.org/resource/Camaçari,"Camaçari is a city in Bahia, Brazil. It is located at 12°41′51″S 38°19′27″W﻿ / ﻿12.69750°S 38.32417°W. It is part of the Salvador Metropolitan Region (Região Metropolitana de Salvador), being the industrial city of the metropolis. Camaçari covers 784.658 km2 (302.958 sq mi), and had an estimated population of 304,302 in 2020, with a population density of 310 per square kilometer. The municipality consists of three districts: Camaçari, Abrantes, and Monte Gordo."
"http://dbpedia.org/resource/Camberwell,_Victoria","Camberwell is a suburb of Melbourne, Victoria, Australia, 9 km east of Melbourne's Central Business District, located within the City of Boroondara local government area. Camberwell recorded a population of 21,965 at the 2021 census. The western, southern and eastern boundaries of the suburb generally follow Burke Road, Toorak Road and Warrigal Road respectively. The northern boundary generally follows Riversdale Road, except for an area in the northwest where it extends upwards to Canterbury Road, incorporating Camberwell, East Camberwell and Riversdale railway stations. Known for grand, historic residences and tranquil, leafy streets, Camberwell is commonly regarded as one of Melbourne's most prestigious and exclusive suburbs. Camberwell is designated one of 26 Principal Activity Centres in the Melbourne 2030 Metropolitan Strategy. A feature of Camberwell is the Burke Road shopping strip, which stretches north, approximately 600 m from Camberwell Junction, where three tram routes converge—the 70, 72, and 75. Halfway up the shopping strip is Camberwell railway station, which services the Belgrave, Lilydale, and Alamein train lines. East Camberwell, Riversdale, Willison, and Hartwell stations also lie within the suburb's boundaries. Several bus routes also cover the area. The historic Rivoli Cinemas sit just west of Camberwell Junction, in the adjacent suburb of Hawthorn East. Camberwell has several parks, reserves and playgrounds, most notably, Frog Hollow Reserve, Fordham Gardens, Cooper Reserve, Bowen Gardens, Lynden Park, Highfield Park, Riversdale Park and Willison Park. Camberwell is home to a number of notable head offices, including Pacific Brands and Bakers Delight."
http://dbpedia.org/resource/Cambil,"Cambil is a city located in the province of Jaén, Spain. According to the 2006 census (INE), the city has a population of 2996 inhabitants."
http://dbpedia.org/resource/Cambridge,"Cambridge (/ˈkeɪmbrɪdʒ/ KAYM-brij) is a university city and the county town in Cambridgeshire, England. It is located on the River Cam approximately 55 miles (89 km) north of London. As of the 2021 United Kingdom census, the population of Cambridge was 145,700. Cambridge became an important trading centre during the Roman and Viking ages, and there is archaeological evidence of settlement in the area as early as the Bronze Age. The first town charters were granted in the 12th century, although modern city status was not officially conferred until 1951. The city is most famous as the home of the University of Cambridge, which was founded in 1209 and consistently ranks among the best universities in the world. The buildings of the university include King's College Chapel, Cavendish Laboratory, and the Cambridge University Library, one of the largest legal deposit libraries in the world. The city's skyline is dominated by several college buildings, along with the spire of the Our Lady and the English Martyrs Church, and the chimney of Addenbrooke's Hospital. Anglia Ruskin University, which evolved from the Cambridge School of Art and the Cambridgeshire College of Arts and Technology, also has its main campus in the city. Cambridge is at the heart of the high-technology Silicon Fen, which contains industries such as software and bioscience and many start-up companies born out of the university. Over 40 per cent of the workforce have a higher education qualification, more than twice the national average. The Cambridge Biomedical Campus, one of the largest biomedical research clusters in the world includes the headquarters of AstraZeneca, a hotel, and the relocated Royal Papworth Hospital. The first game of association football took place at Parker's Piece. The Strawberry Fair music and arts festival and Midsummer Fair are held on Midsummer Common, and the annual Cambridge Beer Festival takes place on Jesus Green. The city is adjacent to the M11 and A14 roads. Cambridge station is less than an hour from London King's Cross railway station."
"http://dbpedia.org/resource/Cambridge,_Idaho","Cambridge is a city in Washington County, Idaho, United States. The population was 328 at the 2010 census, down from 360 in 2000. It is the second largest city in the county, behind the significantly larger Weiser, the county seat."
"http://dbpedia.org/resource/Cambridge,_Iowa","Cambridge is a city in Story County, Iowa, United States. The population was 827 at the 2020 census. It is part of the Ames, Iowa Metropolitan Statistical Area, which is a part of the larger Ames-Boone, Iowa Combined Statistical Area."
"http://dbpedia.org/resource/Cambridge,_Kansas","Cambridge is a city in Cowley County, Kansas, United States. As of the 2020 census, the population of the city was 92."
"http://dbpedia.org/resource/Cambridge,_Kentucky","Cambridge is a home rule-class city in Jefferson County, Kentucky, United States. The population was 175 at the 2010 census."
