link,text,category
http://dbpedia.org/resource/Computer-integrated_manufacturing,Computer-integrated manufacturing (CIM) is the manufacturing approach of using computers to control the entire production process. This integration allows individual processes to exchange information with each part. Manufacturing can be faster and less error-prone by the integration of computers. Typically CIM relies on closed-loop control processes based on real-time input from sensors. It is also known as flexible design and manufacturing.,Concept
http://dbpedia.org/resource/Infinity,"Infinity is that which is boundless, endless, or larger than any natural number. It is often denoted by the infinity symbol . Since the time of the ancient Greeks, the philosophical nature of infinity was the subject of many discussions among philosophers. In the 17th century, with the introduction of the infinity symbol and the infinitesimal calculus, mathematicians began to work with infinite series and what some mathematicians (including l'Hï¿½ï¿½pital and Bernoulli) regarded as infinitely small quantities, but infinity continued to be associated with endless processes. As mathematicians struggled with the foundation of calculus, it remained unclear whether infinity could be considered as a number or magnitude and, if so, how this could be done. At the end of the 19th century, Georg Cant",Concept
http://dbpedia.org/resource/Mobile_phone,"A mobile phone, cellular phone, cell phone, cellphone, handphone, hand phone or pocket phone, sometimes shortened to simply mobile, cell, or just phone, is a portable telephone that can make and receive calls over a radio frequency link while the user is moving within a telephone service area. The radio frequency link establishes a connection to the switching systems of a mobile phone operator, which provides access to the public switched telephone network (PSTN). Modern mobile telephone services use a cellular network architecture and, therefore, mobile telephones are called cellular telephones or cell phones in North America. In addition to telephony, digital mobile phones (2G) support a variety of other services, such as text messaging, MMS, email, Internet access, short-range wireless",Concept
http://dbpedia.org/resource/Fixed-wing_aircraft,"A fixed-wing aircraft is a heavier-than-air flying machine, such as an airplane, which is capable of flight using wings that generate lift caused by the aircraft's forward airspeed and the shape of the wings. Fixed-wing aircraft are distinct from rotary-wing aircraft (in which the wings form a rotor mounted on a spinning shaft or ""mast""), and ornithopters (in which the wings flap in a manner similar to that of a bird). The wings of a fixed-wing aircraft are not necessarily rigid; kites, hang gliders, variable-sweep wing aircraft and airplanes that use wing morphing are all examples of fixed-wing aircraft.",Concept
http://dbpedia.org/resource/Clientï¿½ï¿½ï¿½server,"Client-server model is a distributed application structure that partitions tasks or workloads between the providers of a resource or service, called servers, and service requesters, called clients. Often clients and servers communicate over a computer network on separate hardware, but both client and server may reside in the same system. A server host runs one or more server programs, which share their resources with clients. A client usually does not share any of its resources, but it requests content or service from a server. Clients, therefore, initiate communication sessions with servers, which await incoming requests.Examples of computer applications that use the client-server model are email, network printing, and the World Wide Web.",Concept
http://dbpedia.org/resource/Linear_programming_relaxation,"In mathematics, the relaxation of a (mixed) integer linear program is the problem that arises by removing the integrality constraint of each variable. For example, in a 0ï¿½ï¿½ï¿½1 integer program, all constraints are of the form . The relaxation of the original integer program instead uses a collection of linear const",Concept
http://dbpedia.org/resource/Bipedalism,"Bipedalism is a form of terrestrial locomotion where an organism moves by means of its two rear limbs or legs. An animal or machine that usually moves in a bipedal manner is known as a biped /ï¿½ï¿½baï¿½ï¿½pï¿½ï¿½d/, meaning 'two feet' (from Latin bis 'double' and pes 'foot'). Types of bipedal movement include walking, running, ",Concept
http://dbpedia.org/resource/Cross-correlation,"In signal processing, cross-correlation is a measure of similarity of two series as a function of the displacement of one relative to the other. This is also known as a sliding dot product or sliding inner-product. It is commonly used for searching a long signal for a shorter, known feature. It has applications in pattern recognition, single particle analysis, electron tomography, averaging, cryptanalysis, and neurophysiology. The cross-correlation is similar in nature to the convolution of two functions. In an autocorrelation, which is the cross-correlation of a signal with itself, there will always be a peak at a lag of zero, and its size will be the signal energy.",Concept
http://dbpedia.org/resource/Nash_equilibrium,"In game theory, the Nash equilibrium, named after the mathematician John Nash, is the most common way to define the solution of a non-cooperative game involving two or more players. In a Nash equilibrium, each player is assumed to know the equilibrium strategies of the other players, and no one has anything to gain by changing only one's own strategy. The principle of Nash equilibrium dates back to the time of Cournot, who in 1838 applied it to competing firms choosing outputs. Nash showed that there is a Nash equilibrium for every finite game: see further the article on strategy.",Concept
http://dbpedia.org/resource/High_frequency,"High frequency (HF) is the ITU designation for the range of radio frequency electromagnetic waves (radio waves) between 3 and 30 megahertz (MHz). It is also known as the decameter band or decameter wave as its wavelengths range from one to ten decameters (ten to one hundred meters). Frequencies immediately below HF are denoted medium frequency (MF), while the next band of higher frequencies is known as the very high frequency (VHF) band. The HF band is a major part of the shortwave band of frequencies, so communication at these frequencies is often called shortwave radio. Because radio waves in this band can be reflected back to Earth by the ionosphere layer in the atmosphere ï¿½ï¿½ï¿½ a method kno""skip"" or ""skywave"" propagation ï¿½ï¿½ï¿½ these frequencies are suitable for long-distance commun",Concept
http://dbpedia.org/resource/Proof_calculus,"In mathematical logic, a proof calculus or a proof system is built to prove statements.",Concept
http://dbpedia.org/resource/Demand_response,"Demand response is a change in the power consumption of an electric utility customer to better match the demand for power with the supply. Until the 21st century decrease in the cost of pumped storage and batteries electric energy could not be easily stored, so utilities have traditionally matched demand and supply by throttling the production rate of their power plants, taking generating units on or off line, or importing power from other utilities. There are limits to what can be achieved on the supply side, because some generating units can take a long time to come up to full power, some units may be very expensive to operate, and demand can at times be greater than the capacity of all the available power plants put together. Demand response seeks to adjust the demand for power instead",Concept
http://dbpedia.org/resource/Stochastic_simulation,"A stochastic simulation is a simulation of a system that has variables that can change stochastically (randomly) with individual probabilities. Realizations of these random variables are generated and inserted into a model of the system. Outputs of the model are recorded, and then the process is repeated with a new set of random values. These steps are repeated until a sufficient amount of data is gathered. In the end, the distribution of the outputs shows the most probable estimates as well as a frame of expectations regarding what ranges of values the variables are more or less likely to fall in.",Concept
http://dbpedia.org/resource/Optical_coherence_tomography,"Optical coherence tomography (OCT) is an imaging technique that uses low-coherence light to capture micrometer-resolution, two- and three-dimensional images from within optical scattering media (e.g., biological tissue). It is used for medical imaging and industrial nondestructive testing (NDT). Optical coherence tomography is based on low-coherence interferometry, typically employing near-infrared light. The use of relatively long wavelength light allows it to penetrate into the scattering medium. Confocal microscopy, another optical technique, typically penetrates less deeply into the sample but with higher resolution.",Concept
http://dbpedia.org/resource/Functional_dependency,"In relational database theory, a functional dependency is a constraint between two sets of attributes in a relation from a database. In other words, a functional dependency is a constraint between two attributes in a relation.Given a relation R and sets of attributes , X is said to functionally determine Y (written X ï¿½ï¿½ï¿½ Y) if and only if each X value in R is associated with precisely one Y value in R; R is then said to satisfy the functional dependency X ï¿½ï¿½ï¿½ Y. Equivalently, the projection is a function, i.e. Y is a function of X. In simple words, if the values for the X attributes are known (say they are x), then the values for the Y attributes corresponding to x can be determined by looking them up in any tuple of R containing x. Customarily X is called the determinant set and ",Concept
http://dbpedia.org/resource/Network_synthesis_filters,"Network synthesis filters are signal processing filters designed by the network synthesis method. The method has produced several important classes of filter including the Butterworth filter, the Chebyshev filter and the Elliptic filter. It was originally intended to be applied to the design of passive linear analogue filters but its results can also be applied to implementations in active filters and digital filters. The essence of the method is to obtain the component values of the filter from a given rational function representing the desired transfer function.",Concept
http://dbpedia.org/resource/Mesh,"A mesh is a barrier made of connected strands of metal, fiber, or other flexible or ductile materials. A mesh is similar to a web or a net in that it has many attached or woven strands.",Concept
http://dbpedia.org/resource/Random_matrix,"In probability theory and mathematical physics, a random matrix is a matrix-valued random variableï¿½ï¿½ï¿½that is, a matrix in which some or all elements are random variables. Many important properties of physical systems can be represented mathematically as matrix problems. For example, the thermal conductivity of a lattice can be computed from the dynamical matrix of the particle-particle interactions within the la",Concept
http://dbpedia.org/resource/Mobility_model,"Mobility models characterize the movements of mobile users with respect to their location, velocity and direction over a period of time. These models play an vital role in the design of Mobile Ad Hoc Networks(MANET). Most of the times simulators play a significant role in testing the features of mobile ad hoc networks. Simulators like (NS, QualNet, etc.) allow the users to choose the mobility models as these models represent the movements of nodes or users. As the mobile nodes move in different directions, it becomes imperative to characterize their movements vis-ï¿½ï¿½-vis to standard models. The mobility models proposed in literature have varying degrees of realism i.e. from random patterns to realistic patterns. Thus these models contribute significantly while testing the protocols for m",Concept
http://dbpedia.org/resource/Clock_generator,"A clock generator is an electronic oscillator that produces a clock signal for use in synchronizing a circuit's operation. The signal can range from a simple symmetrical square wave to more complex arrangements. The basic parts that all clock generators share are a resonant circuit and an amplifier. The resonant circuit is usually a quartz piezo-electric oscillator, although simpler tank circuits and even RC circuits may be used. The amplifier circuit usually inverts the signal from the oscillator and feeds a portion back into the oscillator to maintain oscillation.",Concept
http://dbpedia.org/resource/Hoare_logic,"Hoare logic (also known as Floydï¿½ï¿½ï¿½Hoare logic or Hoare rules) is a formal system with a set of logical rules for reasoning rigorously about the correctness of computer programs. It was proposed in 1969 by the British computer scientist and logician Tony Hoare, and subsequently refined by Hoare and other researchers. The original ideas were seeded by the work of Robert W. Floyd, who had published a similar system for flowc",Concept
http://dbpedia.org/resource/Pushdown_automaton,"In the theory of computation, a branch of theoretical computer science, a pushdown automaton (PDA) is a type of automaton that employs a stack. Pushdown automata are used in theories about what can be computed by machines. They are more capable than finite-state machines but less capable than Turing machines (see ).Deterministic pushdown automata can recognize all deterministic context-free languages while nondeterministic ones can recognize all context-free languages, with the former often used in parser design.",Concept
http://dbpedia.org/resource/Active_optics,"Active optics is a technology used with reflecting telescopes developed in the 1980s, which actively shapes a telescope's mirrors to prevent deformation due to external influences such as wind, temperature, and mechanical stress. Without active optics, the construction of 8 metre class telescopes is not possible, nor would telescopes with segmented mirrors be feasible. This method is used by, among others, the Nordic Optical Telescope, the New Technology Telescope, the Telescopio Nazionale Galileo and the Keck telescopes, as well as all of the largest telescopes built since the mid-1990s.",Concept
http://dbpedia.org/resource/Defeasible_reasoning,"In philosophical logic, defeasible reasoning is a kind of reasoning that is rationally compelling, though not deductively valid. It usually occurs when a rule is given, but there may be specific exceptions to the rule, or subclasses that are subject to a different rule. Defeasibility is found in literatures that are concerned with argument and the process of argument, or heuristic reasoning.",Concept
http://dbpedia.org/resource/Flip-flop_(electronics),"In electronics, a flip-flop or latch is a circuit that has two stable states and can be used to store state information ï¿½ï¿½ï¿½ a bistable multivibrator. The circuit can be made to change state by signals applied to one or more control inputs and will have one or two outputs. It is the basic storage element in sequential logic. Flip-flops and latches are fundamental building blocks of digital electronics systems used in computers, communications, and many other types of sy",Concept
http://dbpedia.org/resource/Coding_theory,"Coding theory is the study of the properties of codes and their respective fitness for specific applications. Codes are used for data compression, cryptography, error detection and correction, data transmission and data storage. Codes are studied by various scientific disciplinesï¿½ï¿½ï¿½such as information theory, electrical engineering, mathematics, linguistics, and computer scienceï¿½ï¿½ï¿½for the purpose of designing efficient and reliable data transmission methods. This typically involves the removal of redundancy and the correction or detection of errors in the trans",Concept
http://dbpedia.org/resource/Decision_theory,"Decision theory (or the theory of choice; not to be confused with choice theory) is a branch of applied probability theory concerned with the theory of making decisions based on assigning probabilities to various factors and assigning numerical consequences to the outcome. There are three branches of decision theory: Decision theory is closely related to the field of game theory and is an interdisciplinary topic, studied by economists, mathematicians, data scientists, psychologists, biologists, political and other social scientists, philosophers and computer scientists.",Concept
http://dbpedia.org/resource/Software_visualization,"Software visualization or software visualisation refers to the visualization of information of and related to software systemsï¿½ï¿½ï¿½either the architecture of its source code or metrics of their runtime behaviorï¿½ï¿½ï¿½and their development process by means of static, interactive or animated 2-D or 3-D visual representations of their structure, execution, behavior, an",Concept
http://dbpedia.org/resource/Finite_impulse_response,"In signal processing, a finite impulse response (FIR) filter is a filter whose impulse response (or response to any finite length input) is of finite duration, because it settles to zero in finite time. This is in contrast to infinite impulse response (IIR) filters, which may have internal feedback and may continue to respond indefinitely (usually decaying). The impulse response (that is, the output in response to a Kronecker delta input) of an Nth-order discrete-time FIR filter lasts exactly samples (from first nonzero element through last nonzero element) before it then settles to zero.",Concept
http://dbpedia.org/resource/Propositional_calculus,"Propositional calculus is a branch of logic. It is also called propositional logic, statement logic, sentential calculus, sentential logic, or sometimes zeroth-order logic. It deals with propositions (which can be true or false) and relations between propositions, including the construction of arguments based on them. Compound propositions are formed by connecting propositions by logical connectives. Propositions that contain no logical connectives are called atomic propositions.",Concept
http://dbpedia.org/resource/Pharmacoeconomics,"Pharmacoeconomics refers to the scientific discipline that compares the value of one pharmaceutical drug or drug therapy to another. It is a sub-discipline of health economics. A pharmacoeconomic study evaluates the cost (expressed in monetary terms) and effects (expressed in terms of monetary value, efficacy or enhanced quality of life) of a pharmaceutical product. Pharmacoeconomic studies serve to guide optimal healthcare resource allocation, in a standardized and scientifically grounded manner.",Concept
http://dbpedia.org/resource/Mercury_cadmium_telluride,"Hg1ï¿½ï¿½ï¿½xCdxTe or mercury cadmium telluride (also cadmium mercury telluride, MCT, MerCad Telluride, MerCadTel, MerCaT or CMT) is a chemical compound of cadmium telluride (CdTe) and mercury telluride (HgTe) with a tunable bandgap spanning the shortwave infrared to the very long wave infrared regions. The amount of cadmium (Cd) in the alloy can be chosen so as to tune the optical absorption of the material to the desired infrared wavelength. CdTe is a semiconductor with a bandgap of approximately 1.5 electronvolts (eV) at room temperature. HgTe is a semimetal, which means that its bandgap energy is zero. Mixing these two substances allows one to obtain any bandgap between 0 and 1",Concept
http://dbpedia.org/resource/Applied_mathematics,"Applied mathematics is the application of mathematical methods by different fields such as physics, engineering, medicine, biology, finance, business, computer science, and industry. Thus, applied mathematics is a combination of mathematical science and specialized knowledge. The term ""applied mathematics"" also describes the professional specialty in which mathematicians work on practical problems by formulating and studying mathematical models.",Concept
http://dbpedia.org/resource/Pulsed_laser_deposition,"Pulsed laser deposition (PLD) is a physical vapor deposition (PVD) technique where a high-power pulsed laser beam is focused inside a vacuum chamber to strike a target of the material that is to be deposited. This material is vaporized from the target (in a plasma plume) which deposits it as a thin film on a substrate (such as a silicon wafer facing the target). This process can occur in ultra high vacuum or in the presence of a background gas, such as oxygen which is commonly used when depositing oxides to fully oxygenate the deposited films.",Concept
http://dbpedia.org/resource/Screw_theory,"Screw theory is the algebraic calculation of pairs of vectors, such as forces and moments or angular and linear velocity, that arise in the kinematics and dynamics of rigid bodies. The mathematical framework was developed by Sir Robert Stawell Ball in 1876 for application in kinematics and statics of mechanisms (rigid body mechanics). An important result of screw theory is that geometric calculations for points using vectors have parallel geometric calculations for lines obtained by replacing vectors with screws. This is termed the transfer principle.",Concept
http://dbpedia.org/resource/Optimal_control,"Optimal control theory is a branch of mathematical optimization that deals with finding a control for a dynamical system over a period of time such that an objective function is optimized. It has numerous applications in science, engineering and operations research. For example, the dynamical system might be a spacecraft with controls corresponding to rocket thrusters, and the objective might be to reach the moon with minimum fuel expenditure. Or the dynamical system could be a nation's economy, with the objective to minimize unemployment; the controls in this case could be fiscal and monetary policy. A dynamical system may also be introduced to embed operations research problems within the framework of optimal control theory.",Concept
http://dbpedia.org/resource/Bayesian_network,"A Bayesian network (also known as a Bayes network, Bayes net, belief network, or decision network) is a probabilistic graphical model that represents a set of variables and their conditional dependencies via a directed acyclic graph (DAG). Bayesian networks are ideal for taking an event that occurred and predicting the likelihood that any one of several possible known causes was the contributing factor. For example, a Bayesian network could represent the probabilistic relationships between diseases and symptoms. Given symptoms, the network can be used to compute the probabilities of the presence of various diseases.",Concept
http://dbpedia.org/resource/Accelerometer,"An accelerometer is a tool that measures proper acceleration. Proper acceleration is the acceleration (the rate of change of velocity) of a body in its own instantaneous rest frame; this is different from coordinate acceleration, which is acceleration in a fixed coordinate system. For example, an accelerometer at rest on the surface of the Earth will measure an acceleration due to Earth's gravity, straight upwards (by definition) of g ï¿½ï¿½ï¿½ 9.81 m/s2. By contrast, accelerometers in free fall (falling toward the center of the Earth at a rate of about 9.81 m/s2) will measure",Concept
http://dbpedia.org/resource/Cloud_computing_security,"Cloud computing security or, more simply, cloud security refers to a broad set of policies, technologies, applications, and controls utilized to protect virtualized IP, data, applications, services, and the associated infrastructure of cloud computing. It is a sub-domain of computer security, network security, and, more broadly, information security.",Concept
http://dbpedia.org/resource/Ambient_occlusion,"In 3D computer graphics, modeling, and animation, ambient occlusion is a shading and rendering technique used to calculate how exposed each point in a scene is to ambient lighting. For example, the interior of a tube is typically more occluded (and hence darker) than the exposed outer surfaces, and becomes darker the deeper inside the tube one goes.",Concept
http://dbpedia.org/resource/Euclidean_vector,"In mathematics, physics, and engineering, a Euclidean vector or simply a vector (sometimes called a geometric vector or spatial vector) is a geometric object that has magnitude (or length) and direction. Vectors can be added to other vectors according to vector algebra. A Euclidean vector is frequently represented by a directed line segment, or graphically as an arrow connecting an initial point A with a terminal point B, and denoted by .",Concept
http://dbpedia.org/resource/Analogue_electronics,"Analogue electronics (American English: analog electronics) are electronic systems with a continuously variable signal, in contrast to digital electronics where signals usually take only two levels. The term ""analogue"" describes the proportional relationship between a signal and a voltage or current that represents the signal. The word analogue is derived from the Greek: word ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ p""proportional"".",Concept
http://dbpedia.org/resource/Coding_conventions,"Coding conventions are a set of guidelines for a specific programming language that recommend programming style, practices, and methods for each aspect of a program written in that language. These conventions usually cover file organization, indentation, comments, declarations, statements, white space, naming conventions, programming practices, programming principles, programming rules of thumb, architectural best practices, etc. These are guidelines for software structural quality. Software programmers are highly recommended to follow these guidelines to help improve the readability of their source code and make software maintenance easier. Coding conventions are only applicable to the human maintainers and peer reviewers of a software project. Conventions may be formalized in a documente",Concept
http://dbpedia.org/resource/Approximation_error,"The approximation error in a data value is the discrepancy between an exact value and some approximation to it. This error can be expressed as an absolute error (the numerical amount of the discrepancy) or as a relative error (the absolute error divided by the data value). An approximation error can occur because of computing machine precision or measurement error (e.g. the length of a piece of paper is 4.53 cm but the ruler only allows you to estimate it to the nearest 0.1 cm, so you measure it as 4.5 cm).",Concept
http://dbpedia.org/resource/Automatic_test_equipment,"Automatic test equipment or automated test equipment (ATE) is any apparatus that performs tests on a device, known as the device under test (DUT), equipment under test (EUT) or unit under test (UUT), using automation to quickly perform measurements and evaluate the test results. An ATE can be a simple computer-controlled digital multimeter, or a complicated system containing dozens of complex test instruments (real or simulated electronic test equipment) capable of automatically testing and diagnosing faults in sophisticated electronic packaged parts or on wafer testing, including system on chips and integrated circuits.",Concept
http://dbpedia.org/resource/Technical_indicator,"In technical analysis in finance, a technical indicator is a mathematical calculation based on historic price, volume, or (in the case of futures contracts) open interest information that aims to forecast financial market direction. Technical indicators are a fundamental part of technical analysis and are typically plotted as a chart pattern to try to predict the market trend. Indicators generally overlay on price chart data to indicate where the price is going, or whether the price is in an ""overbought"" condition or an ""oversold"" condition.",Concept
http://dbpedia.org/resource/Granger_causality,"The Granger causality test is a statistical hypothesis test for determining whether one time series is useful in forecasting another, first proposed in 1969. Ordinarily, regressions reflect ""mere"" correlations, but Clive Granger argued that causality in economics could be tested for by measuring the ability to predict the future values of a time series using prior values of another time series. Since the question of ""true causality"" is deeply philosophical, and because of the post hoc ergo propter hoc fallacy of assuming that one thing preceding another can be used as a proof of causation, econometricians assert that the Granger test finds only ""predictive causality"". Using the term ""causality"" alone is a misnomer, as Granger-causality is better described as ""precedence"", or, as Granger hi",Concept
http://dbpedia.org/resource/Orthogonal_frequency-division_multiple_access,Orthogonal frequency-division multiple access (OFDMA) is a multi-user version of the popular orthogonal frequency-division multiplexing (OFDM) digital modulation scheme. Multiple access is achieved in OFDMA by assigning subsets of subcarriers to individual users. This allows simultaneous low-data-rate transmission from several users.,Concept
http://dbpedia.org/resource/Baumï¿½ï¿½ï¿½Welch_alg,"In electrical engineering, statistical computing and bioinformatics, the Baumï¿½ï¿½ï¿½Welch algorithm is a special case of the expectationï¿½ï¿½ï¿½maximization algorithm used to find the unknown parameters of a hidden Markov model (HMM). It makes use of the forward-backward algorithm to compute the statistics for the expec",Concept
http://dbpedia.org/resource/Smart_card,"A smart card, chip card, or integrated circuit card (ICC or IC card) is a physical electronic authentication device, used to control access to a resource. It is typically a plastic credit card-sized card with an embedded integrated circuit (IC) chip. Many smart cards include a pattern of metal contacts to electrically connect to the internal chip. Others are contactless, and some are both. Smart cards can provide personal identification, authentication, data storage, and application processing. Applications include identification, financial, mobile phones (SIM), public transit, computer security, schools, and healthcare. Smart cards may provide strong security authentication for single sign-on (SSO) within organizations. Numerous nations have deployed smart cards throughout their populatio",Concept
http://dbpedia.org/resource/Motion_estimation,"Motion estimation is the process of determining motion vectors that describe the transformation from one 2D image to another; usually from adjacent frames in a video sequence. It is an ill-posed problem as the motion is in three dimensions but the images are a projection of the 3D scene onto a 2D plane. The motion vectors may relate to the whole image (global motion estimation) or specific parts, such as rectangular blocks, arbitrary shaped patches or even per pixel. The motion vectors may be represented by a translational model or many other models that can approximate the motion of a real video camera, such as rotation and translation in all three dimensions and zoom.",Concept
http://dbpedia.org/resource/Turbo_code,"In information theory, turbo codes (originally in French Turbocodes) are a class of high-performance forward error correction (FEC) codes developed around 1990ï¿½ï¿½ï¿½91, but first published in 1993. They were the first practical codes to closely approach the maximum channel capacity or Shannon limit, a theoretical maximum for the code rate at which reliable communication is still possible given a specific noise level. Turbo codes are used in 3G/4G mobile communications (e.g., in UMTS and LTE) and in (deep space) satellite communications as well as other applications where designers seek to achieve reliable information transfer over bandwidth- or latency-constrained communication links in the presence of data-corrupting noise. Turbo codes compete with low-density parity-check (LDPC) codes,",Concept
http://dbpedia.org/resource/Electric_power_system,"An electric power system is a network of electrical components deployed to supply, transfer, and use electric power. An example of a power system is the electrical grid that provides power to homes and industries within an extended area. The electrical grid can be broadly divided into the generators that supply the power, the transmission system that carries the power from the generating centers to the load centers, and the distribution system that feeds the power to nearby homes and industries.",Concept
http://dbpedia.org/resource/Ubiquitous_computing,"Ubiquitous computing (or ""ubicomp"") is a concept in software engineering, hardware engineering and computer science where computing is made to appear anytime and everywhere. In contrast to desktop computing, ubiquitous computing can occur using any device, in any location, and in any format. A user interacts with the computer, which can exist in many different forms, including laptop computers, tablets, smart phones and terminals in everyday objects such as a refrigerator or a pair of glasses. The underlying technologies to support ubiquitous computing include Internet, advanced middleware, operating system, mobile code, sensors, microprocessors, new I/O and user interfaces, computer networks, mobile protocols, location and positioning, and new materials.",Concept
http://dbpedia.org/resource/Phase_modulation,"Phase modulation (PM) is a modulation pattern for conditioning communication signals for transmission. It encodes a message signal as variations in the instantaneous phase of a carrier wave. Phase modulation is one of the two principal forms of angle modulation, together with frequency modulation.",Concept
http://dbpedia.org/resource/Biofeedback,"Biofeedback is the process of gaining greater awareness of many physiological functions of one's own body by using electronic or other instruments, and with a goal of being able to manipulate the body's systems at will. Humans conduct biofeedback naturally all the time, at varied levels of consciousness and intentionality. Biofeedback and the biofeedback loop can also be thought of as self-regulation. Some of the processes that can be controlled include brainwaves, muscle tone, skin conductance, heart rate and pain perception.",Concept
http://dbpedia.org/resource/Singular_perturbation,"In mathematics, a singular perturbation problem is a problem containing a small parameter that cannot be approximated by setting the parameter value to zero. More precisely, the solution cannot be uniformly approximated by an asymptotic expansion The term ""singular perturbation"" wascoined in the 1940s by Kurt Otto Friedrichs and Wolfgang R. Wasow.",Concept
http://dbpedia.org/resource/Degree_distribution,"In the study of graphs and networks, the degree of a node in a network is the number of connections it has to other nodes and the degree distribution is the probability distribution of these degrees over the whole network.",Concept
http://dbpedia.org/resource/Energy_conservation,"Energy conservation is the effort to reduce wasteful energy consumption by using fewer energy services. This can be done by using energy more effectively (using less energy for continuous service) or changing one's behavior to use less service (for example, by driving less). Energy conservation can be achieved through energy efficiency, which has a number of advantages, including a reduction in greenhouse gas emissions, a smaller carbon footprint, and cost, water, and energy savings. Energy conservation day has been celebrated on December 14 every year since 1991.",Concept
http://dbpedia.org/resource/Level-set_method,"Level-set methods (LSM) are a conceptual framework for using level sets as a tool for numerical analysis of surfaces and shapes. The advantage of the level-set model is that one can perform numerical computations involving curves and surfaces on a fixed Cartesian grid without having to parameterize these objects (this is called the Eulerian approach). Also, the level-set method makes it very easy to follow shapes that change topology, for example, when a shape splits in two, develops holes, or the reverse of these operations. All these make the level-set method a great tool for modeling time-varying objects, like inflation of an airbag, or a drop of oil floating in water.",Concept
http://dbpedia.org/resource/Room_acoustics,"Room acoustics is a subfield of acoustics dealing with the behaviour of sound in enclosed or partially-enclosed spaces. The architectural details of a room influences the behaviour of sound waves within it, with the effects varying by frequency. Acoustic reflection, diffraction, and diffusion can combine to create audible phenomena such as room modes and standing waves at specific frequencies and locations, echos, and unique reverberation patterns.",Concept
http://dbpedia.org/resource/Test_card,"A test card, also known as a test pattern or start-up/closedown test, is a television test signal, typically broadcast at times when the transmitter is active but no program is being broadcast (often at sign-on and sign-off). The audio broadcast while test cards are shown is typically a sine wave tone, radio (if associated or affiliated with the television channel) or music (usually instrumental, though some also broadcast with jazz or popular music).",Concept
http://dbpedia.org/resource/VoiceXML,"VoiceXML (VXML) is a digital document standard for specifying interactive media and voice dialogs between humans and computers. It is used for developing audio and voice response applications, such as banking systems and automated customer service portals. VoiceXML applications are developed and deployed in a manner analogous to how a web browser interprets and visually renders the Hypertext Markup Language (HTML) it receives from a web server. VoiceXML documents are interpreted by a voice browser and in common deployment architectures, users interact with voice browsers via the public switched telephone network (PSTN).",Concept
http://dbpedia.org/resource/Nonparametric_statistics,Nonparametric statistics is the branch of statistics that is not based solely on parametrized families of probability distributions (common examples of parameters are the mean and variance). Nonparametric statistics is based on either being distribution-free or having a specified distribution but with the distribution's parameters unspecified. Nonparametric statistics includes both descriptive statistics and statistical inference. Nonparametric tests are often used when the assumptions of parametric tests are violated.,Concept
http://dbpedia.org/resource/Simultaneous_multithreading,Simultaneous multithreading (SMT) is a technique for improving the overall efficiency of superscalar CPUs with hardware multithreading. SMT permits multiple independent threads of execution to better use the resources provided by modern processor architectures.,Concept
http://dbpedia.org/resource/Power_management,"Power management is a feature of some electrical appliances, especially copiers, computers, computer CPUs, computer GPUs and computer peripherals such as monitors and printers, that turns off the power or switches the system to a low-power state when inactive. In computing this is known as PC power management and is built around a standard called ACPI, this supersedesAPM. All recent computers have ACPI support.",Concept
http://dbpedia.org/resource/TCP_congestion_control,"Transmission Control Protocol (TCP) uses a network congestion-avoidance algorithm that includes various aspects of an additive increase/multiplicative decrease (AIMD) scheme, along with other schemes including and (CWND), to achieve congestion avoidance. The TCP congestion-avoidance algorithm is the primary basis for congestion control in the Internet. Per the end-to-end principle, congestion control is largely a function of internet hosts, not the network itself. There are several variations and versions of the algorithm implemented in protocol stacks of operating systems of computers that connect to the Internet.",Concept
http://dbpedia.org/resource/Cross-validation_(statistics),"Cross-validation, sometimes called rotation estimation or out-of-sample testing, is any of various similar model validation techniques for assessing how the results of a statistical analysis will generalize to an independent data set.Cross-validation is a resampling method that uses different portions of the data to test and train a model on different iterations. It is mainly used in settings where the goal is prediction, and one wants to estimate how accurately a predictive model will perform in practice. In a prediction problem, a model is usually given a dataset of known data on which training is run (training dataset), and a dataset of unknown data (or first seen data) against which the model is tested (called the validation dataset or testing set). The goal of cross-validation is to t",Concept
http://dbpedia.org/resource/Bounding_volume_hierarchy,"A bounding volume hierarchy (BVH) is a tree structure on a set of geometric objects. All geometric objects, that form the leaf nodes of the tree, are wrapped in bounding volumes. These nodes are then grouped as small sets and enclosed within larger bounding volumes. These, in turn, are also grouped and enclosed within other larger bounding volumes in a recursive fashion, eventually resulting in a tree structure with a single bounding volume at the top of the tree. Bounding volume hierarchies are used to support several operations on sets of geometric objects efficiently, such as in collision detection and ray tracing.",Concept
http://dbpedia.org/resource/Electromagnetic_compatibility,"Electromagnetic compatibility (EMC) is the ability of electrical equipment and systems to function acceptably in their electromagnetic environment, by limiting the unintentional generation, propagation and reception of electromagnetic energy which may cause unwanted effects such as electromagnetic interference (EMI) or even physical damage in operational equipment. The goal of EMC is the correct operation of different equipment in a common electromagnetic environment. It is also the name given to the associated branch of electrical engineering.",Concept
