Tool URL,Prediction,Classification By Experts,Accuracy,,,Summary
http://dbpedia.org/resource/Opoona,Tool,Tool,TRUE,,,"Opoona (ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½, Opï¿½ï¿½ï¿½ï¿½ï¿½ï¿½na) is a role-playing video game developed by ArtePiazza and published by Koei for the Wii. The player follows the story of the titular Opoona as he attempts to find the location of his family from which he was separated after the occurrence of a mysterious accident during their travels. Former Dragon Quest art designer Shintaro Majima was the lead artist, with Sachiko Sugimura, who has also worked on Dragon Quest, as the planning director. Hitoshi Sakimoto, best known "
http://dbpedia.org/resource/Real_Heroes:_Firefighter,Tool,Tool,TRUE,,,"Real Heroes: Firefighter is a first-person shooter video game for the Wii, developed by Epicenter Studios and published by Conspiracy Entertainment. A Nintendo 3DS version (Real Heroes: Firefighter 3D) was released on September 12, 2012, by Zordix and a remastered PC version (on Steam) was released on March 14, 2017, by Flying Tiger Entertainment, with a high definition re-release published by Ziggurat Interactive on January 21, 2021. Firefighter was then ported to the Nintendo Switch and the PlayStation 4 around the game's tenth anniversary. Real Heroes: Firefighter HD was later announced for Xbox One by Ziggurat Interactive which released on March 31, 2022"
http://dbpedia.org/resource/Red_Steel,Tool,Tool,TRUE,,,"Red Steel is a first-person shooter video game published by Ubisoft for Nintendo's Wii console. It was developed by the Ubisoft Paris studio. Red Steel was released on November 19, 2006 in North America, the date of the Wii launch. It has spawned a stand-alone sequel, Red Steel 2, which was released on March 23, 2010."
http://dbpedia.org/resource/Red_Steel_2,Tool,Tool,TRUE,,,Red Steel 2 is a first-person shooter/hack and slash video game developed by Ubisoft Paris for the Wii video game console. It is a stand-alone sequel to Red Steel. The game was released worldwide in March 2010. The trailer was premiered at the Los Angeles video game E3 2009 starring the actor Karl E. Landler.
http://dbpedia.org/resource/Yoshi's_Woolly_World,Tool,Tool,TRUE,,,"Yoshi's Woolly World is a side-scrolling platform game developed by Good-Feel and published by Nintendo for the Wii U. The game is the seventh main entry in the Yoshi series of games, the first home console title in the series since 1997's Yoshi's Story, as well as the spiritual successor to 2010's Kirby's Epic Yarn. The game was released worldwide throughout 2015. A port for the Nintendo 3DS, known as Poochy & Yoshi's Woolly World, was released worldwide in early 2017. The game received generally favorable reviews, with reviewers praising the art style and innovation but critiquing the lack of difficulty."
http://dbpedia.org/resource/Factor_5,Tool,Concept,FALSE,,,"Factor 5 GmbH is an independent software and video game developer. The company was co-founded by five former Rainbow Arts employees in 1987 in Cologne, Germany, which served as the inspiration behind the studio's name. The U.S. company closed in May 2009, following the closure of Brash Entertainment, with which the company had multiple contracts. The original German company, headed by CEO Achim Moller, remained active due to its unrelated business policy and operations with the North American company."
http://dbpedia.org/resource/Scikit-learn,Tool,Tool,TRUE,,,"Scikit-learn (formerly scikits.learn and also known as sklearn) is a free software machine learning library for the Python programming language.It features various classification, regression and clustering algorithms including support-vector machines, random forests, gradient boosting, k-means and DBSCAN, and is designed to interoperate with the Python numerical and scientific libraries NumPy and SciPy. Scikit-learn is a fiscally sponsored project."
http://dbpedia.org/resource/ELKI,Tool,Tool,TRUE,,,"ELKI (for Environment for DeveLoping KDD-Applications Supported by Index-Structures) is a data mining (KDD, knowledge discovery in databases) software framework developed for use in research and teaching. It was originally at the database systems research unit of Professor Hans-Peter Kriegel at the Ludwig Maximilian University of Munich, Germany, and now continued at the Technical University of Dortmund, Germany. It aims at allowing the development and evaluation of advanced data mining algorithms and their interaction with database index structures."
http://dbpedia.org/resource/Wolfram_Mathematica,Tool,Tool,TRUE,,,"Wolfram Mathematica is a software system with built-in libraries for several areas of technical computing that allow machine learning, statistics, symbolic computation, data manipulation, network analysis, time series analysis, NLP, optimization, plotting functions and various types of data, implementation of algorithms, creation of user interfaces, and interfacing with programs written in other programming languages. It was conceived by Stephen Wolfram, and is developed by Wolfram Research of Champaign, Illinois. The Wolfram Language is the programming language used in Mathematica. Mathematica 1.0 was released on June 23, 1988 in Champaign, Illinois and Santa Clara, California."
http://dbpedia.org/resource/Google_Latitude,Tool,Tool,TRUE,,,"Google Latitude was a location-aware feature of Google Maps, developed by Google as a successor to its earlier SMS-based service Dodgeball. Latitude allowed a mobile phone user to allow certain people to view their current location. Via their own Google Account, the user's cell phone location was mapped on Google Maps. The user could control the accuracy and details of what each of the other users can see ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ an exact location could be allowed, or it could be limited to identifying the city only. For privacy, it could also be turned off by the user, or a location could be manually entered. Users had to explicitly opt into Latitude, and were only able to see the location of those friends who had decided to share t"
http://dbpedia.org/resource/Bigtable,Tool,Tool,TRUE,,,Bigtable is a fully managed wide-column and key-value NoSQL database service for large analytical and operational workloads as part of the Google Cloud portfolio.
http://dbpedia.org/resource/RethinkDB,Tool,Tool,TRUE,,,"RethinkDB is a free and open-source, distributed document-oriented database originally created by the company of the same name. The database stores JSON documents with dynamic schemas, and is designed to facilitate pushing real-time updates for query results to applications. Initially seed funded by Y Combinator in June 2009, the company announced in October 2016 that it had been unable to build a sustainable business and its products would in future be entirely open-sourced without commercial support."
http://dbpedia.org/resource/Virtuoso_Universal_Server,Tool,Tool,TRUE,,,"Virtuoso Universal Server is a middleware and database engine hybrid that combines the functionality of a traditional relational database management system (RDBMS), objectï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½relational database (ORDBMS), virtual database, RDF, XML, free-text, web application server and file server functionality in a single system. Rather than have dedicated servers for each of the aforementioned functionalit""universal server""; it enables a single multithreaded server process that implements multiple protocols. The free and open source edition of Virtuoso Universal Server is also known as OpenLink Virtuoso. The software has been developed by OpenLink Software with Kingsley Uyi Idehen and as the chief software architects."
http://dbpedia.org/resource/Postgres-XL,Tool,Tool,TRUE,,,"Postgres-XL is a distributed relational database management system (RDBMS) software based on PostgreSQL. It aims to provide feature parity with PostgreSQL while distributing the workload over a cluster. The name ""Postgres-XL"" stands for ""eXtensible Lattice""."
http://dbpedia.org/resource/Smallworld,Tool,Concept,FALSE,,,"Smallworld is the brand name of a portfolio of GIS software provided by GE Digital, a division of General Electric. The software was originally created by the Smallworld company founded in Cambridge, England, in 1989 by Dick Newell and others. Smallworld grew to become the global market leader for GIS in 2010 focused on utilities and communications and remains strong in this sector today. Smallworld was acquired by GE Energy in September 2000. Smallworld technology supports focused application products for telecommunications and utility industries."
http://dbpedia.org/resource/SAP_HANA,Tool,Tool,TRUE,,,"SAP HANA (HochleistungsANalyseAnwendung or High-performance ANalytic Application) is an in-memory, column-oriented, relational database management system developed and marketed by SAP SE. Its primary function as the software running a database server is to store and retrieve data as requested by the applications. In addition, it performs advanced analytics (predictive analytics, spatial data processing, text analytics, text search, streaming analytics, graph data processing) and includes extract, transform, load (ETL) capabilities as well as an application server."
http://dbpedia.org/resource/SPARQL,Tool,Tool,TRUE,,,"SPARQL (pronounced ""sparkle"" /ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½spï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½kï¿½ï¿½ï¿½ï¿½ï¿½ï¿½l/, a recursive acronym for SPARQL Protocol and RDF Query Language) is an RDF query languageï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½that is, a semantic query language for databasesï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½able to retrieve and manipulate data stored in Resource Description Framework (RDF) format. It was made a standard by the RDF Data Access Working Group (DAWG) of the World Wide Web Consortium, and is recognized as one of the key technologies of the semantic web. On 1"
http://dbpedia.org/resource/Elasticsearch,Tool,Tool,TRUE,,,"Elasticsearch is a search engine based on the Lucene library. It provides a distributed, multitenant-capable full-text search engine with an HTTP web interface and schema-free JSON documents. Elasticsearch is developed in Java and is dual-licensed under the source-available Server Side Public License and the Elastic license, while other parts fall under the proprietary (source-available) Elastic License. Official clients are available in Java, .NET (C#), PHP, Python, Ruby and many other languages. According to the DB-Engines ranking, Elasticsearch is the most popular enterprise search engine."
http://dbpedia.org/resource/GeoMesa,Tool,Concept,FALSE,,,"GeoMesa is an open-source, distributed, spatio-temporal index built on top of Bigtable-style databases using an implementation of the Geohash algorithm."
http://dbpedia.org/resource/GeoTools,Tool,Tool,TRUE,,,"GeoTools is a free software (LGPL) GIS toolkit for developing standards compliant solutions.It provides an implementation of Open Geospatial Consortium (OGC) specifications as they are developed. GeoTools is a contributor to the GeoAPI project - a vendor-neutral set of Java interfaces derived from OGC specifications - and implements a subset of those. It is written in Java and currently is under active development. It is used by GeoServer, uDig, Geopublisher, 52N, Geomajas and many proprietary projects."
http://dbpedia.org/resource/MonetDB,Tool,Tool,TRUE,,,"MonetDB is an open-source column-oriented relational database management system (RDBMS) originally developed at the Centrum Wiskunde & Informatica (CWI) in the Netherlands.It is designed to provide high performance on complex queries against large databases, such as combining tables with hundreds of columns and millions of rows.MonetDB has been applied in high-performance applications for online analytical processing, data mining, geographic information system (GIS), Resource Description Framework (RDF), text retrieval and sequence alignment processing."
http://dbpedia.org/resource/MongoDB,Tool,Tool,TRUE,,,"MongoDB is a source-available cross-platform document-oriented database program. Classified as a NoSQL database program, MongoDB uses JSON-like documents with optional schemas. MongoDB is developed by MongoDB Inc. and licensed under the Server Side Public License (SSPL) which is deemed non-free by several distributions."
http://dbpedia.org/resource/Apache_Accumulo,Tool,Tool,TRUE,,,"Apache Accumulo is a highly scalable sorted, distributed key-value store based on Google's Bigtable. It is a system built on top of Apache Hadoop, Apache ZooKeeper, and Apache Thrift. Written in Java, Accumulo has cell-level access labels and server-side programming mechanisms. According to DB-Engines ranking, Accumulo is the third most popular NoSQL wide column store behind Apache Cassandra and HBase and the 67th most popular database engine of any type (complete) as of 2018."
http://dbpedia.org/resource/Apache_Cassandra,Tool,Tool,TRUE,,,"Cassandra is a free and open-source, distributed, wide-column store, NoSQL database management system designed to handle large amounts of data across many commodity servers, providing high availability with no single point of failure. Cassandra offers support for clusters spanning multiple datacenters, with asynchronous masterless replication allowing low latency operations for all clients. Cassandra was designed to implement a combination of Amazon's Dynamo distributed storage and replication techniques combined with Google's Bigtable data and storage engine model."
http://dbpedia.org/resource/Apache_Drill,Tool,Tool,TRUE,,,"Apache Drill is an open-source software framework that supports data-intensive distributed applications for interactive analysis of large-scale datasets. Built chiefly by contributions from developers from MapR, Drill is inspired by Google's Dremel system, also productized as BigQuery. Drill is an Apache top-level project. Tom Shiran is the founder of the Apache Drill Project. It was designated an Apache Software Foundation top-level project in December 2016."
http://dbpedia.org/resource/Apache_HBase,Tool,Tool,TRUE,,,"HBase is an open-source non-relational distributed database modeled after Google's Bigtable and written in Java. It is developed as part of Apache Software Foundation's Apache Hadoop project and runs on top of HDFS (Hadoop Distributed File System) or Alluxio, providing Bigtable-like capabilities for Hadoop. That is, it provides a fault-tolerant way of storing large quantities of sparse data (small amounts of information caught within a large collection of empty or unimportant data, such as finding the 50 largest items in a group of 2 billion records, or finding the non-zero items representing less than 0.1% of a huge collection)."
http://dbpedia.org/resource/Apache_Hadoop,Tool,Tool,TRUE,,,"Apache Hadoop ( /hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½duï¿½ï¿½ï¿½ï¿½ï¿½ï¿½p/) is a collection of open-source software utilities that facilitates using a network of many computers to solve problems involving massive amounts of data and computation. It provides a software framework for distributed storage and processing of big data using the MapReduce programming model. Hadoop was originally designed for computer clusters built from commodity hardware, which is still the common use. It has since also found use on clusters of higher-end hardware. All the modules in Hadoop are designed with a fundamental assumption that hardware failures are common occurrences and s"
http://dbpedia.org/resource/Apache_Kafka,Tool,Tool,TRUE,,,"Apache Kafka is a distributed event store and stream-processing platform. It is an open-source system developed by the Apache Software Foundation written in Java and Scala. The project aims to provide a unified, high-throughput, low-latency platform for handling real-time data feeds. Kafka can connect to external systems (for data import/export) via Kafka Connect, and provides the Kafka Streams libraries for stream processing applications. Kafka uses a binary TCP-based protocol that is optimized for efficiency and relies on a ""message set"" abstraction that naturally groups messages together to reduce the overhead of the network roundtrip. This ""leads to larger network packets, larger sequential disk operations, contiguous memory blocks [...] which allows Kafka to turn a bursty stream of ra"
http://dbpedia.org/resource/Apache_License,Tool,Concept,FALSE,,,"The Apache License is a permissive free software license written by the Apache Software Foundation (ASF). It allows users to use the software for any purpose, to distribute it, to modify it, and to distribute modified versions of the software under the terms of the license, without concern for royalties. The ASF and its projects release their software products under the Apache License. The license is also used by many non-ASF projects."
http://dbpedia.org/resource/Apache_Spark,Tool,Tool,TRUE,,,"Apache Spark is an open-source unified analytics engine for large-scale data processing. Spark provides an interface for programming clusters with implicit data parallelism and fault tolerance. Originally developed at the University of California, Berkeley's AMPLab, the Spark codebase was later donated to the Apache Software Foundation, which has maintained it since."
http://dbpedia.org/resource/ArangoDB,Tool,Tool,TRUE,,,"ArangoDB is a free and open-source native graph database system developed by ArangoDB Inc. ArangoDB is a multi-model database system since it supports three data models (graphs, JSON documents, key/value) with one database core and a unified query language AQL (ArangoDB Query Language). AQL is mainly a declarative language and allows the combination of different data access patterns in a single query. ArangoDB is a NoSQL database system but AQL is similar in many ways to SQL."
http://dbpedia.org/resource/Linter_SQL_RDBMS,Tool,Tool,TRUE,,,"Linter SQL RDBMS is the main product of . Linter is a Russian DBMS compliant with the SQL:2003 standard and supporting the majority of operating systems, among them Windows, various versions of Unix, QNX, and others. The system enables transparent interaction between the client applications and the database server functioning in different hardware and software environments. DBMS Linter includes program interfaces for the majority of popular development tools. The system provides a high data security level allowing the user to work with secret information. Linter is the only DBMS certified by FSTEC of Russia as compliant with Class 2 data security requirements and Level 2 of undeclared feature absence control. For many years Linter has been used by Russian Ministry of Defense, Ministry of F"
http://dbpedia.org/resource/HP_Information_Management_Software,Tool,Tool,TRUE,,,"HP Information Management Software is a software from the HP Software Division, used to organize, protect, retrieve, acquire, manage and maintain information. The HP Software Division also offers information analytics software. The amount of data that companies have to deal with has grown tremendously over the past decade, making the management of this information more difficult. The University of California at Berkeley claims the amount of information produced globally increases by 30 percent annually. An April 2010 Information Management article cited a survey in which nearly 90 percent of businesses blame poor performance on data growth. The survey concluded that for many businesses their applications and databases are growing by 50 percent or more annually, making it difficult to manag"
http://dbpedia.org/resource/AllegroGraph,Tool,Tool,TRUE,,,"AllegroGraph is a closed source triplestore which is designed to store RDF triples, a standard format for Linked Data.It also operates as a document store designed for storing, retrieving and managing document-oriented information, in JSON-LD format.AllegroGraph is currently in use in commercial projects and a US Department of Defense project. It is also the storage component for the TwitLogic project that is bringing the Semantic Web to Twitter data."
http://dbpedia.org/resource/H2_(DBMS),Tool,Tool,TRUE,,,H2 is a relational database management system written in Java. It can be embedded in Java applications or run in client-server mode. The software is available as open source software Mozilla Public License 2.0 or the original Eclipse Public License.
http://dbpedia.org/resource/JTS_Topology_Suite,Tool,Tool,TRUE,,,"JTS Topology Suite (Java Topology Suite) is an open-source Java software library that provides an object model for Euclidean planar linear geometry together with a set of fundamental geometric functions. JTS is primarily intended to be used as a core component of vector-based geomatics software such as geographical information systems. It can also be used as a general-purpose library providing algorithms in computational geometry. Up to JTS 1.14, and the GEOS port, are published under the GNU Lesser General Public License (LGPL)."
http://dbpedia.org/resource/TaranTool,Tool,Tool,TRUE,,,"Tarantool is an in-memory computing platform with a flexible data schema, best used for creating high-performance applications. Two main parts of it are an in-memory database and a Lua application server. Tarantool maintains data in memory and ensures crash resistance with write-ahead logging and snapshotting. It includes a Lua interpreter and interactive console, but also accepts connections from programs in several other languages."
http://dbpedia.org/resource/MapServer,Tool,Tool,TRUE,,,"MapServer is an open-source development environment for building spatially enabled internet applications, built in the C language, and is widely known as one of the fastest Web mapping engines available. It can run as a CGI program or via MapScript which supports several programming languages (using SWIG). MapServer can access hundreds of data formats, any raster or vector format supported by GDAL, and reprojections on-the-fly are handled by PROJ. MapServer was originally developed by Steve Lime, then working at the University of Minnesota ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ so, it was pr""UMN MapServer"", to distinguish it from commercial ""map servers""; today it is commonly referred to as just ""MapServer"", and is maintained by the MapServer Project Steering Committee (PSC). MapServer was originally d"
http://dbpedia.org/resource/PostGIS,Tool,Tool,TRUE,,,PostGIS (/ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½poï¿½ï¿½ï¿½ï¿½ï¿½ï¿½stdï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s/ POST-jis) is an open source software program that adds support for geographic objects to the PostgreSQL object-relational database. PostGIS follows the Simple Features for SQL specification from the Open Geospatial Consortium (OGC). Technic
http://dbpedia.org/resource/SpatiaLite,Tool,Tool,TRUE,,,"SpatiaLite is a spatial extension to SQLite, providing vector geodatabase functionality. It is similar to PostGIS, Oracle Spatial, and SQL Server with spatial extensions, although SQLite/SpatiaLite aren't based on client-server architecture: they adopt a simpler personal architecture. i.e. the whole SQL engine is directly embedded within the application itself: a complete database simply is an ordinary file which can be freely copied and transferred from one computer/OS to a different one without any special precaution."
http://dbpedia.org/resource/IBM_Db2,Tool,Tool,TRUE,,,"Db2 is a family of data management products, including database servers, developed by IBM. It initially supported the relational model, but was extended to support objectï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½relational features and non-relational structures like JSON and XML. The brand name was originally styled as DB/2, then DB2 until 2017 and finally chan"
http://dbpedia.org/resource/IBM_Informix,Tool,Tool,TRUE,,,"IBM Informix is a product family within IBM's Information Management division that is centered on several relational database management system (RDBMS) offerings. The Informix products were originally developed by Informix Corporation, whose Informix Software subsidiary was acquired by IBM in 2001. In April 2017, IBM delegated active development and support to HCL Technologies for 15 years while keeping part of the marketing responsibilities."
http://dbpedia.org/resource/Ingres_(database),Tool,Tool,TRUE,,,"Ingres Database (/ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½rï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s/ ing-GRESS) is a proprietary SQL relational database management system intended to support large commercial and government applications. Actian Corporation, which announced April 2018 that it is being acquired by HCL Technologies, controls the development of Ingres and makes certified binaries available for download, as well as providing worldwide support. There was an open source release of Ingres but it is no longer available for download from "
http://dbpedia.org/resource/Neo4j,Tool,Tool,TRUE,,,"Neo4j is a graph database management system developed by Neo4j, Inc. Described by its developers as an ACID-compliant transactional database with native graph storage and processing, Neo4j is available in a non-open-source ""community edition"" licensed with a modification of the GNU General Public License, with online backup and high availability extensions licensed under a closed-source commercial license. Neo also licenses Neo4j with these extensions under closed-source commercial terms."
http://dbpedia.org/resource/Redis,Tool,Tool,TRUE,,,"Redis (/ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½rï¿½ï¿½ï¿½ï¿½ï¿½ï¿½dï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s/; Remote Dictionary Server) is an in-memory data structure store, used as a distributed, in-memory keyï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½value database, cache and message broker, with optional durability. Redis supports different kinds of abstract data structures, such as strings, lists, maps, sets, sorted sets, HyperLogLogs, bitmaps, streams, and spatial indices. The project was developed and maintained by Salvatore Sanfilippo, starting in 2009. From 2015 until 2020, he led a project core team sponsored by Redis Labs. Salvatore Sanfilippo left Redis as the maintainer in 2020. It is open-source software released under a BSD 3-clause license. In 2021, not long after the original author and main maintainer lef""Redis""."
http://dbpedia.org/resource/Spatial_Query_Server,Tool,Tool,TRUE,,,The Boeing Company's Spatial Query Server is a commercially available product which enables a Sybase database to contain spatial features.
http://dbpedia.org/resource/Gensim,Tool,Tool,TRUE,,,"Gensim is an open-source library for unsupervised topic modeling, document indexing, retrieval by similarity, and other natural language processing functionalities, using modern statistical machine learning. Gensim is implemented in Python and Cython for performance. Gensim is designed to handle large text collections using data streaming and incremental online algorithms, which differentiates it from most other machine learning software packages that target only in-memory processing."
http://dbpedia.org/resource/Apache_Lucene,Tool,Tool,TRUE,,,"Apache Lucene is a free and open-source search engine software library, originally written in Java by Doug Cutting. It is supported by the Apache Software Foundation and is released under the Apache Software License. Lucene is widely used as a standard foundation for non-research search applications. Lucene has been ported to other programming languages including Object Pascal, Perl, C#, C++, Python, Ruby and PHP."
http://dbpedia.org/resource/Apache_Solr,Tool,Tool,TRUE,,,"Solr (pronounced ""solar"") is an open-source enterprise-search platform, written in Java. Its major features include full-text search, hit highlighting, faceted search, real-time indexing, dynamic clustering, database integration, NoSQL features and rich document (e.g., Word, PDF) handling. Providing distributed search and index replication, Solr is designed for scalability and fault tolerance. Solr is widely used for enterprise search and analytics use cases and has an active development community and regular releases."
http://dbpedia.org/resource/Weka_(machine_learning),Tool,Tool,TRUE,,,"Waikato Environment for Knowledge Analysis (Weka), developed at the University of Waikato, New Zealand, is free software licensed under the GNU General Public License, and the companion software to the book ""Data Mining: Practical Machine Learning Tools and Techniques""."
http://dbpedia.org/resource/NumPy,Tool,Tool,TRUE,,,"NumPy (pronounced /ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½nï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mpaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½/ (NUM-py) or sometimes /ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½nï¿½ï¿½ï¿½ï¿½ï¿½ï¿½mpi/ (NUM-pee)) is a library for the Python programming language, adding support for large, multi-dimensional arrays and matrices, along with a large collection of high-level mathematical functions to operate on these arrays. The ancestor of NumPy, Numeric, was originally created by Jim Hugunin with contributions from several other developers. In 2005, Travis Oliphant created NumPy by incorporating features of the competing Numarray into Numeric, with extensive modifications. NumPy is open-s"
http://dbpedia.org/resource/OpenSearch_(software),Tool,Tool,TRUE,,,"OpenSearch is a family of software consisting of a search engine (also named OpenSearch), and OpenSearch Dashboards, a data visualization dashboard for that search engine. The software started in 2021 as a fork of Elasticsearch and Kibana, with development led by Amazon Web Services."
http://dbpedia.org/resource/Opteron,Tool,Tool,TRUE,,,"Opteron is AMD's x86 former server and workstation processor line, and was the first processor which supported the AMD64 instruction set architecture (known generically as x86-64 or AMD64). It was released on April 22, 2003, with the SledgeHammer core (K8) and was intended to compete in the server and workstation markets, particularly in the same segment as the Intel Xeon processor. Processors based on the AMD K10 microarchitecture (codenamed Barcelona) were announced on September 10, 2007, featuring a new quad-core configuration. The most-recently released Opteron CPUs are the Piledriver-based Opteron 4300 and 6300 series processors, codenamed ""Seoul"" and ""Abu Dhabi"" respectively."
http://dbpedia.org/resource/GNU_Binutils,Tool,Tool,TRUE,,,"The GNU Binary Utilities, or binutils, are a set of programming tools for creating and managing binary programs, object files, libraries, profile data, and assembly source code."
http://dbpedia.org/resource/GPUGRID.net,Tool,Tool,TRUE,,,GPUGRID is a volunteer computing project hosted by Pompeu Fabra University and running on the Berkeley Open Infrastructure for Network Computing (BOINC) software platform. It performs full-atom molecular biology simulations that are designed to run on Nvidia's CUDA-compatible graphics processing units.
http://dbpedia.org/resource/Fedora_(operating_system),Tool,Concept/Tool,TRUE,,,"Fedora Linux is a Linux distribution developed by the Fedora Project. Fedora contains software distributed under various free and open-source licenses and aims to be on the leading edge of open-source technologies. Fedora is the upstream source for Red Hat Enterprise Linux. Since the release of Fedora 35, six different editions are made available tailored to personal computer, server, cloud computing, container and Internet of Things installations. A new version of Fedora Linux is released every six months."
http://dbpedia.org/resource/Fixstars_Solutions,Tool,Concept,FALSE,,,"Fixstars Solutions, Inc. is a software and services company specializing in multi-core processors, particularly in Nvidia's GPU and CUDA environment, IBM Power7, and Cell. They also specialize in solid-state drives and currently manufacture the world's largest SATA drives."
http://dbpedia.org/resource/Folding@home,Tool,Tool,TRUE,,,"Folding@home (FAH or F@h) is a volunteer computing project aimed to help scientists develop new therapeutics for a variety of diseases by the means of simulating protein dynamics. This includes the process of protein folding and the movements of proteins, and is reliant on simulations run on volunteers' personal computers. Folding@home is currently based at the University of Pennsylvania and led by , a former student of Vijay Pande."
http://dbpedia.org/resource/OpenCV,Tool,Tool,TRUE,,,"OpenCV (Open Source Computer Vision Library) is a library of programming functions mainly aimed at real-time computer vision. Originally developed by Intel, it was later supported by Willow Garage then Itseez (which was later acquired by Intel). The library is cross-platform and free for use under the open-source Apache 2 License. Starting with 2011, OpenCV features GPU acceleration for real-time operations."
http://dbpedia.org/resource/Yellow_Dog_Linux,Tool,Concept/Tool,TRUE,,,"Yellow Dog Linux (YDL) is a discontinued free and open-source operating system for high-performance computing on multi-core processor computer architectures, focusing on GPU systems and computers using the POWER7 processor. The original developer was Terra Soft Solutions, which was acquired by Fixstars in October 2008. Yellow Dog Linux was first released in the spring of 1999 for Apple Macintosh PowerPC-based computers. The most recent version, Yellow Dog Linux 7, was released on August 6, 2012. Yellow Dog Linux lent its name to the popular YUM Linux software updater, derived from YDL's YUP (Yellowdog UPdater) and thus called Yellowdog Updater, Modified."
http://dbpedia.org/resource/Carbon_(API),Tool,Tool,TRUE,,,"Carbon was one of two primary C-based application programming interfaces (APIs) developed by Apple for the macOS (formerly Mac OS X and OS X) operating system. Carbon provided a good degree of backward compatibility for programs that ran on Mac OS 8 and 9. Developers could use the Carbon APIs to port (ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½carbonizeï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½) their ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½classicï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Mac applications and software to the Mac OS X platform with little effort, compared to porting the app to the entirely different Cocoa system, which originated in OPENSTEP. With the release of macOS 10.15 Catalina, the Carbon API was officially di"
http://dbpedia.org/resource/Brain_Fuck_Scheduler,Tool,Tool/Concept,TRUE,,,"The Brain Fuck Scheduler (BFS) is a process scheduler designed for the Linux kernel in August 2009 as an alternative to the Completely Fair Scheduler (CFS) and the O(1) scheduler. BFS was created by an experienced kernel programmer Con Kolivas. Shortly following its introduction, the new scheduler made headlines within the Linux community, appearing on Slashdot, with reviews in Linux Magazine and Linux Pro Magazine. Although there have been varied reviews of improved performance and responsiveness, Con Kolivas did not intend for BFS to be integrated into the mainline kernel."
http://dbpedia.org/resource/O(n)_scheduler,Tool,Tool/Concept,TRUE,,,"The O(n) scheduler is the scheduler used in the Linux kernel between versions 2.4 and 2.6. Since version 2.6.0, it has been replaced by the O(1) scheduler and in 2.6.23 by the current Completely Fair Scheduler (CFS)."
http://dbpedia.org/resource/Completely_Fair_Scheduler,Tool,Tool/Concept,TRUE,,,"The Completely Fair Scheduler (CFS) is a process scheduler that was merged into the 2.6.23 (October 2007) release of the Linux kernel and is the default scheduler of the tasks of the SCHED_NORMAL class (i.e., tasks that have no real-time execution constraints). It handles CPU resource allocation for executing processes, and aims to maximize overall CPU utilization while also maximizing interactive performance."
